Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Told You So,Joe Walsh,You Bought It - You Name It,1983,3:54,4,0.529,0.671,9,-12.917,1,0.0504,0.00163,0.00451,0.0797,0.592,123.899,10
I Can Play That Rock & Roll,Joe Walsh,You Bought It - You Name It,1983,3:03,4,0.572,0.651,4,-12.522,1,0.0463,0.0256,0.00464,0.061,0.728,117.702,23
Dear John,Joe Walsh,The Confessor,1985,2:40,4,0.616,0.272,0,-17.664,1,0.038,0.288,0.0000067,0.0933,0.687,176.818,9
15 Years,Joe Walsh,The Confessor,1985,3:52,4,0.694,0.36,9,-16.17,1,0.0305,0.00454,0.00328,0.365,0.595,115.962,11
Problems,Joe Walsh,The Confessor,1985,3:55,4,0.799,0.311,9,-15.653,1,0.0423,0.153,0.0000101,0.0398,0.709,77.843,13
Slow Dancing,Joe Walsh,The Confessor,1985,4:22,4,0.705,0.373,2,-15.216,0,0.0317,0.105,0.00145,0.347,0.671,81.886,10
The Confessor,Joe Walsh,The Confessor,1985,7:06,4,0.259,0.293,9,-15.169,1,0.0451,0.137,0.00336,0.0671,0.297,68.139,35
Bubbles,Joe Walsh,The Confessor,1985,3:33,3,0.47,0.271,10,-15.127,1,0.0347,0.352,0.00106,0.0837,0.584,122.701,10
I Broke My Leg,Joe Walsh,The Confessor,1985,3:12,4,0.856,0.29,7,-14.313,0,0.0391,0.112,0.0018,0.142,0.819,101.149,11
Rosewood Bitters,Joe Walsh,The Confessor,1985,3:29,4,0.584,0.407,0,-13.764,1,0.0241,0.009,0.0000644,0.142,0.682,97.273,26
Good Man Down,Joe Walsh,The Confessor,1985,4:14,4,0.554,0.66,9,-13.264,1,0.0299,0.00536,0.0000117,0.0935,0.812,112.117,12
Got Any Gum ?,Joe Walsh,Got Any Gum?,1987,1:13,4,0.252,0.101,2,-27.52,1,0.0373,0.608,0.937,0.38,0.0381,60.883,7
Memory Lane,Joe Walsh,Got Any Gum?,1987,4:27,3,0.572,0.0528,8,-23.181,1,0.029,0.979,0,0.168,0.0773,95.486,5
Time,Joe Walsh,Got Any Gum?,1987,4:12,4,0.772,0.293,0,-17.327,1,0.0329,0.0751,0.0627,0.0792,0.718,114.753,6
No Peace in the Jungle,Joe Walsh,Got Any Gum?,1987,5:57,4,0.72,0.253,7,-16.876,0,0.0331,0.231,0.0197,0.0565,0.571,112.114,6
Fun,Joe Walsh,Got Any Gum?,1987,3:04,4,0.543,0.453,9,-15.196,1,0.0372,0.03,0.00115,0.217,0.563,145.535,7
The Radio Song,Joe Walsh,Got Any Gum?,1987,3:31,4,0.641,0.593,0,-14.152,1,0.0305,0.0713,0.00000706,0.23,0.605,108.755,17
Up to Me,Joe Walsh,Got Any Gum?,1987,5:21,4,0.63,0.482,9,-13.688,0,0.0318,0.0673,0.115,0.0705,0.717,117.452,6
Malibu,Joe Walsh,Got Any Gum?,1987,5:11,4,0.617,0.68,0,-13.32,1,0.0304,0.00824,0.00902,0.195,0.743,96.76,7
In My Car,Joe Walsh,Got Any Gum?,1987,3:37,4,0.689,0.703,9,-13.229,1,0.0338,0.000979,0.0162,0.0851,0.942,131.843,9
Half of Our Time,Joe Walsh,Got Any Gum?,1987,5:10,4,0.578,0.334,9,-12.52,1,0.0255,0.18,0,0.0719,0.489,74.895,6
Where I Grew Up (Prelude to School Days),Joe Walsh,Ordinary Average Guy,1991,2:37,4,0.5,0.244,4,-17.521,1,0.0349,0.61,0.061,0.362,0.48,143.669,8
Ordinary Average Guy,Joe Walsh,Ordinary Average Guy,1991,4:11,4,0.806,0.345,5,-14.068,1,0.0661,0.289,0.0147,0.0571,0.605,85.544,37
You Might Need Somebody,Joe Walsh,Ordinary Average Guy,1991,4:29,4,0.756,0.335,9,-13.747,0,0.0263,0.29,0.0000105,0.0624,0.673,82.736,15
Two Sides To Every Story,Joe Walsh,Ordinary Average Guy,1991,3:21,4,0.685,0.525,9,-12.486,1,0.0337,0.0377,0.00727,0.139,0.53,94.48,23
Look At Us Now,Joe Walsh,Ordinary Average Guy,1991,4:45,4,0.649,0.654,5,-12.451,1,0.0299,0.000889,0.0207,0.17,0.644,98.109,12
Alphabetical Order,Joe Walsh,Ordinary Average Guy,1991,4:57,4,0.707,0.688,11,-12.192,0,0.0378,0.00737,0.00153,0.0467,0.557,115.228,10
All Of A Sudden,Joe Walsh,Ordinary Average Guy,1991,4:55,4,0.575,0.47,2,-11.728,1,0.026,0.18,0.00552,0.0977,0.559,83.581,13
I'm Actin' Different,Joe Walsh,Ordinary Average Guy,1991,4:30,4,0.748,0.369,11,-11.644,1,0.0424,0.0135,0.0000441,0.0663,0.735,86.49,8
School Days,Joe Walsh,Ordinary Average Guy,1991,5:17,4,0.633,0.7,4,-11.641,1,0.0294,0.00369,0.0115,0.0944,0.174,126.309,9
The Gamma Goochee,Joe Walsh,Ordinary Average Guy,1991,2:48,4,0.815,0.468,5,-11.476,1,0.045,0.00181,0.065,0.316,0.604,116.546,12
Up All Night,Joe Walsh,Ordinary Average Guy,1991,3:54,4,0.806,0.505,5,-10.805,1,0.0337,0.3,0.000692,0.092,0.918,117.783,13
Song For A Dying Planet,Joe Walsh,Songs for a Dying Planet,1992,2:00,4,0.756,0.194,7,-19.645,1,0.0576,0.771,0.0000124,0.92,0.678,99.906,10
Theme From Baroque Weirdos,Joe Walsh,Songs for a Dying Planet,1992,1:33,4,0.435,0.254,5,-14.588,1,0.0307,0.651,0.00727,0.133,0.198,170.131,6
The Friend Song,Joe Walsh,Songs for a Dying Planet,1992,3:32,4,0.568,0.229,0,-14.054,1,0.0255,0.565,0.00000533,0.0747,0.166,85.098,6
I Know,Joe Walsh,Songs for a Dying Planet,1992,1:45,4,0.367,0.271,5,-12.788,1,0.0268,0.485,0.0000401,0.204,0.219,84.072,6
Decades,Joe Walsh,Songs for a Dying Planet,1992,12:02,4,0.528,0.416,7,-12.167,1,0.026,0.14,0.000517,0.813,0.16,84.394,7
Coyote Love,Joe Walsh,Songs for a Dying Planet,1992,4:43,4,0.688,0.444,2,-11.624,1,0.0329,0.021,0.219,0.604,0.257,90.904,8
Certain Situations,Joe Walsh,Songs for a Dying Planet,1992,4:34,4,0.749,0.654,0,-10.247,1,0.0462,0.303,0.00454,0.161,0.345,108.308,6
Shut Up,Joe Walsh,Songs for a Dying Planet,1992,3:19,4,0.716,0.905,4,-10.196,1,0.0337,0.0214,0.0043,0.757,0.705,132.193,10
It's All Right,Joe Walsh,Songs for a Dying Planet,1992,3:25,4,0.465,0.83,9,-9.876,1,0.0436,0.0697,0.00925,0.199,0.894,88.632,6
Vote For Me,Joe Walsh,Songs for a Dying Planet,1992,4:21,4,0.612,0.628,5,-9.406,1,0.0337,0.12,0.0202,0.265,0.36,86.226,9
Will You Still Love Me Tomorrow,Joe Walsh,Songs for a Dying Planet,1992,3:58,4,0.612,0.789,9,-8.705,1,0.0281,0.0133,0.0000212,0.0916,0.717,125.714,8
Fairbanks Alaska,Joe Walsh,Songs for a Dying Planet,1992,3:27,4,0.656,0.909,7,-8.151,1,0.0618,0.075,0.000206,0.15,0.602,122.339,12
Family,Joe Walsh,Analog Man,2012,4:21,3,0.562,0.503,8,-7.11,1,0.0239,0.134,0,0.208,0.159,103.998,21
Spanish Dancer,Joe Walsh,Analog Man,2012,3:49,4,0.671,0.735,4,-5.608,0,0.065,0.134,0.0000718,0.0473,0.682,102.967,15
Hi-Roller Baby,Joe Walsh,Analog Man,2012,3:18,4,0.589,0.842,3,-4.213,1,0.0351,0.0414,0.000741,0.125,0.558,119.339,14
Wrecking Ball,Joe Walsh,Analog Man,2012,3:45,4,0.549,0.834,9,-3.928,1,0.0419,0.34,0.00152,0.275,0.541,117.933,23
Analog Man,Joe Walsh,Analog Man,2012,4:02,4,0.633,0.731,2,-3.901,1,0.032,0.306,0.000124,0.168,0.664,124,32
Funk 50,Joe Walsh,Analog Man,2012,1:57,4,0.723,0.972,4,-3.762,1,0.148,0.0798,0.453,0.115,0.779,96.922,26
Lucky That Way,Joe Walsh,Analog Man,2012,4:14,4,0.622,0.665,7,-3.694,1,0.0235,0.0193,0,0.0878,0.449,96.003,33
One Day At A Time,Joe Walsh,Analog Man,2012,3:18,4,0.583,0.891,2,-3.266,1,0.0429,0.526,0.00157,0.0627,0.642,119.889,40
Band Played On,Joe Walsh,Analog Man,2012,4:03,4,0.591,0.942,9,-2.711,1,0.0297,0.126,0.000124,0.228,0.684,102.022,18
India,Joe Walsh,Analog Man,2012,3:44,4,0.609,0.925,11,-2.688,0,0.119,0.000776,0.893,0.0669,0.708,115.912,16
John & Yoko,John Lennon,Wedding Album,1969,22:44,4,0.445,0.377,1,-25.089,1,0.0976,0.959,0.785,0.0693,0.0796,137.588,17
Amsterdam,John Lennon,Wedding Album,1969,24:59,4,0.473,0.29,1,-19.666,1,0.579,0.858,0.0000163,0.228,0.201,86.035,10
My Mummy's Dead - Remastered 2010,John Lennon,Plastic Ono Band,1970,0:51,4,0.599,0.0955,9,-21.95,1,0.0294,0.995,0.00029,0.0693,0.532,90.769,29
Look At Me - Remastered 2010,John Lennon,Plastic Ono Band,1970,2:53,4,0.484,0.0628,6,-21.323,0,0.0298,0.859,0.0000142,0.109,0.347,148.063,42
Love - Remastered 2010,John Lennon,Plastic Ono Band,1970,3:22,4,0.613,0.0609,2,-21.297,1,0.0391,0.887,0.0197,0.0525,0.156,80.988,49
Working Class Hero - Remastered 2010,John Lennon,Plastic Ono Band,1970,3:47,3,0.484,0.165,7,-18.568,1,0.0498,0.728,0.00000119,0.115,0.193,159.174,54
Hold On - Remastered 2010,John Lennon,Plastic Ono Band,1970,1:52,4,0.684,0.21,1,-18.204,0,0.0841,0.538,0.031,0.143,0.681,83.383,61
Isolation - Remastered 2010,John Lennon,Plastic Ono Band,1970,2:52,4,0.571,0.0788,2,-15.284,1,0.0393,0.909,0.00921,0.0794,0.254,115.726,41
Mother - Remastered 2010,John Lennon,Plastic Ono Band,1970,5:36,4,0.532,0.347,0,-13.696,1,0.05,0.013,0.133,0.0578,0.426,135.935,48
God - Remastered 2010,John Lennon,Plastic Ono Band,1970,4:12,3,0.64,0.269,4,-13.435,0,0.0388,0.231,0.00276,0.116,0.178,112.801,44
I Found Out - Remastered 2010,John Lennon,Plastic Ono Band,1970,3:38,4,0.576,0.672,7,-11.526,1,0.48,0.0217,0.0451,0.127,0.507,181.116,36
Remember - Remastered 2010,John Lennon,Plastic Ono Band,1970,4:32,4,0.812,0.663,2,-10.843,1,0.0334,0.0254,0.033,0.141,0.182,89.427,33
Well Well Well - Remastered 2010,John Lennon,Plastic Ono Band,1970,5:57,4,0.469,0.689,4,-10.527,1,0.0577,0.0126,0.0924,0.131,0.527,156.18,35
Oh My Love - Remastered 2010,John Lennon,Imagine,1971,2:48,4,0.529,0.104,9,-19.669,1,0.0392,0.985,0.291,0.109,0.183,135.235,53
How? - Remastered 2010,John Lennon,Imagine,1971,3:46,4,0.545,0.352,7,-14.425,1,0.048,0.885,0.0625,0.198,0.206,74.163,43
Imagine - Remastered 2010,John Lennon,Imagine,1971,3:07,4,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,75
Jealous Guy - Remastered 2010,John Lennon,Imagine,1971,4:17,4,0.489,0.389,4,-11.653,0,0.0284,0.877,0.32,0.105,0.254,131.366,64
Oh Yoko! - Remastered 2010,John Lennon,Imagine,1971,4:20,4,0.587,0.842,1,-10.463,1,0.0302,0.299,0.51,0.268,0.794,85.297,46
It's So Hard - Remastered 2010,John Lennon,Imagine,1971,2:29,4,0.754,0.391,2,-10.373,1,0.0381,0.0137,0.612,0.244,0.942,82.372,39
How Do You Sleep? - Remastered 2010,John Lennon,Imagine,1971,5:39,4,0.585,0.517,9,-10.269,0,0.0275,0.0494,0.0235,0.245,0.714,131.412,47
I Don't Wanna Be A Soldier Mama - Remastered 2010,John Lennon,Imagine,1971,6:08,4,0.305,0.834,4,-9.507,0,0.0586,0.00629,0.0000419,0.0743,0.521,162.706,38
Crippled Inside - Remastered 2010,John Lennon,Imagine,1971,3:52,4,0.545,0.608,0,-9.372,1,0.0369,0.193,0.0699,0.0769,0.681,165.617,44
Gimme Some Truth - Remastered 2010,John Lennon,Imagine,1971,3:17,4,0.561,0.783,5,-8.878,1,0.0366,0.106,0.0214,0.0812,0.768,133.518,45
Jamrag - Live,John Lennon,Sometime In New York City,1972,5:36,4,0.155,0.717,9,-12.571,0,0.105,0.199,0.439,0.71,0.238,79.124,12
Born In A Prison - Remastered 2010,John Lennon,Sometime In New York City,1972,4:07,3,0.504,0.493,7,-12.011,1,0.0409,0.783,0.0000217,0.257,0.245,143.435,21
John Sinclair - Remastered 2010,John Lennon,Sometime In New York City,1972,3:31,4,0.36,0.814,4,-11.05,1,0.131,0.478,0.0297,0.548,0.72,176.092,21
Scumbag - Live,John Lennon,Sometime In New York City,1972,4:27,4,0.298,0.756,2,-10.908,1,0.081,0.0879,0.0493,0.794,0.407,166.269,10
Au - Live,John Lennon,Sometime In New York City,1972,8:10,4,0.164,0.828,2,-10.497,1,0.101,0.899,0.0485,0.309,0.0375,79.656,7
The Luck Of The Irish - Remastered 2010,John Lennon,Sometime In New York City,1972,2:59,3,0.449,0.468,7,-10.201,1,0.0272,0.386,0,0.146,0.637,143.181,30
Well (Baby Please Don't Go) - Live,John Lennon,Sometime In New York City,1972,4:40,4,0.369,0.831,2,-10.075,1,0.0888,0.531,0.0000691,0.932,0.546,96.177,14
Cold Turkey - Live,John Lennon,Sometime In New York City,1972,8:35,4,0.316,0.856,4,-9.806,0,0.0876,0.426,0.487,0.264,0.235,115.399,17
Sunday Bloody Sunday - Remastered 2010,John Lennon,Sometime In New York City,1972,5:03,4,0.375,0.838,4,-9.643,1,0.0863,0.202,0.00202,0.418,0.819,178.408,23
"Sisters, O Sisters - Remastered 2010",John Lennon,Sometime In New York City,1972,3:49,4,0.371,0.87,0,-9.339,1,0.0795,0.149,0.000933,0.294,0.602,154.679,21
Angela - Remastered 2010,John Lennon,Sometime In New York City,1972,4:09,4,0.233,0.734,0,-9.247,1,0.0558,0.0971,0.0000971,0.191,0.463,76.737,17
Woman Is The Nigger Of The World - Remastered 2010,John Lennon,Sometime In New York City,1972,5:18,3,0.256,0.773,9,-9.182,1,0.0539,0.237,0.0114,0.335,0.302,108.501,33
Attica State - Remastered 2010,John Lennon,Sometime In New York City,1972,2:56,4,0.519,0.812,9,-8.853,1,0.0329,0.0626,0.236,0.237,0.752,136.862,19
Don't Worry Kyoko - Live,John Lennon,Sometime In New York City,1972,16:06,4,0.146,0.82,4,-8.591,1,0.0637,0.0171,0.842,0.818,0.171,178.461,10
New York City - Remastered 2010,John Lennon,Sometime In New York City,1972,4:34,4,0.496,0.929,9,-8.567,1,0.0375,0.463,0.00197,0.216,0.941,142.344,27
We're All Water - Remastered 2010,John Lennon,Sometime In New York City,1972,7:14,4,0.437,0.99,2,-7.637,1,0.0722,0.0218,0.168,0.144,0.342,106.523,17
Nutopian International Anthem - Remastered 2010,John Lennon,Mind Games,1973,0:04,0,0,0,0,-60,0,0,0,0,0,0,0,5
You Are Here - Remastered 2010,John Lennon,Mind Games,1973,4:12,4,0.549,0.442,4,-12.55,1,0.0234,0.223,0.0892,0.0736,0.545,93.864,32
One Day (At A Time) - Remastered 2010,John Lennon,Mind Games,1973,3:10,4,0.423,0.385,8,-11.107,1,0.0316,0.828,0.0000151,0.218,0.274,90.142,34
Mind Games - Remastered 2010,John Lennon,Mind Games,1973,4:13,4,0.409,0.833,4,-9.994,0,0.0397,0.292,0.158,0.161,0.428,132.233,53
Intuition - Remastered 2010,John Lennon,Mind Games,1973,3:10,4,0.771,0.572,2,-9.837,1,0.0682,0.218,0.0404,0.303,0.903,118.863,29
Only People - Remastered 2010,John Lennon,Mind Games,1973,3:28,4,0.519,0.752,0,-9.805,1,0.0288,0.53,0.000513,0.0791,0.882,132.25,27
I Know (I Know) - Remastered 2010,John Lennon,Mind Games,1973,3:51,4,0.478,0.572,9,-9.316,1,0.0256,0.192,0.00556,0.106,0.434,82.272,34
Meat City - Remastered 2010,John Lennon,Mind Games,1973,2:53,4,0.474,0.92,1,-8.818,0,0.0567,0.11,0.000014,0.348,0.571,116.176,26
Bring On The Lucie (Freda Peeple) - Remastered 2010,John Lennon,Mind Games,1973,4:12,4,0.375,0.901,4,-8.667,1,0.0497,0.157,0.105,0.0703,0.85,167.385,36
Aisumasen (I'm Sorry) - Remastered 2010,John Lennon,Mind Games,1973,4:44,3,0.514,0.358,4,-8.453,1,0.0307,0.63,0.0174,0.109,0.106,128.076,31
Tight A$ - Remastered 2010,John Lennon,Mind Games,1973,3:39,4,0.416,0.875,4,-8.38,1,0.0345,0.0152,0.00122,0.708,0.964,176.087,33
Out The Blue - Remastered 2010,John Lennon,Mind Games,1973,3:22,4,0.508,0.544,7,-8.311,1,0.0283,0.34,0.0717,0.0822,0.366,146.082,42
Ya Ya - Remastered 2010,John Lennon,Walls And Bridges,1974,1:09,4,0.766,0.306,0,-16.765,1,0.108,0.833,0.00000191,0.177,0.339,90.76,22
Bless You - Remastered 2010,John Lennon,Walls And Bridges,1974,4:37,4,0.376,0.328,4,-15.37,0,0.0468,0.824,0.0141,0.14,0.23,153.881,38
Beef Jerky - Remastered 2010,John Lennon,Walls And Bridges,1974,3:31,4,0.443,0.634,9,-12.677,1,0.079,0.0314,0.358,0.33,0.435,115.003,23
Old Dirt Road - Remastered 2010,John Lennon,Walls And Bridges,1974,4:13,4,0.348,0.386,0,-12.67,1,0.0279,0.901,0.15,0.147,0.187,145.299,34
Nobody Loves You (When You're Down And Out) - Remastered 2010,John Lennon,Walls And Bridges,1974,5:12,4,0.275,0.355,2,-12.269,1,0.0308,0.827,0.316,0.0524,0.0778,114.823,40
Steel And Glass - Remastered 2010,John Lennon,Walls And Bridges,1974,4:39,4,0.238,0.567,7,-12.035,1,0.0339,0.597,0.0000249,0.0636,0.337,148.271,33
Going Down On Love - Remastered 2010,John Lennon,Walls And Bridges,1974,3:57,4,0.613,0.394,4,-12.008,1,0.038,0.494,0.0114,0.15,0.751,87.071,29
#9 Dream - Remastered 2010,John Lennon,Walls And Bridges,1974,4:46,4,0.406,0.597,0,-11.745,1,0.0336,0.0744,0.0133,0.254,0.478,115.474,48
Scared - Remastered 2010,John Lennon,Walls And Bridges,1974,4:41,4,0.372,0.503,9,-10.87,0,0.0307,0.534,0.00204,0.106,0.225,82.673,26
What You Got - Remastered 2010,John Lennon,Walls And Bridges,1974,3:09,4,0.63,0.837,11,-10.307,0,0.0367,0.276,0.0196,0.11,0.909,102.871,29
Surprise Surprise (Sweet Bird Of Paradox) - Remastered 2010,John Lennon,Walls And Bridges,1974,2:57,4,0.538,0.624,9,-9.307,0,0.0422,0.448,0.0000899,0.0669,0.829,105.678,27
Whatever Gets You Thru The Night - Remastered 2010,John Lennon,Walls And Bridges,1974,3:27,4,0.574,0.853,2,-9.157,1,0.0763,0.531,0.581,0.543,0.755,126.313,49
Just Because - Remastered 2010,John Lennon,Rock 'N' Roll,1975,4:30,3,0.197,0.567,4,-12.761,1,0.0496,0.00275,0.296,0.0505,0.524,180.428,25
Stand By Me - Remastered 2010,John Lennon,Rock 'N' Roll,1975,3:31,4,0.632,0.556,9,-10.138,1,0.0288,0.29,0.0215,0.0779,0.633,104.996,62
Do You Want To Dance - Remastered 2010,John Lennon,Rock 'N' Roll,1975,2:53,4,0.479,0.646,7,-9.865,1,0.0918,0.0877,0.802,0.445,0.969,167.65,24
Ya Ya - Remastered 2010,John Lennon,Rock 'N' Roll,1975,2:17,4,0.669,0.679,5,-9.73,1,0.0491,0.112,0.00931,0.0916,0.976,160.639,21
Bring It On Home To Me / Send Me Some Lovin' - Remastered 2010,John Lennon,Rock 'N' Roll,1975,3:42,4,0.494,0.554,9,-9.706,1,0.0312,0.154,0.00556,0.152,0.544,86.757,27
Slippin' And Slidin' - Remastered 2010,John Lennon,Rock 'N' Roll,1975,2:17,4,0.414,0.9,2,-9.091,1,0.0572,0.19,0.0000891,0.257,0.96,160.187,33
Sweet Little Sixteen - Remastered 2010,John Lennon,Rock 'N' Roll,1975,3:04,4,0.545,0.807,4,-9.068,1,0.0431,0.0809,0.527,0.0697,0.962,113.822,25
Ain't That A Shame - Remastered 2010,John Lennon,Rock 'N' Roll,1975,2:34,4,0.586,0.855,4,-8.904,1,0.0414,0.32,0.0605,0.113,0.963,128.512,32
Peggy Sue - Remastered 2010,John Lennon,Rock 'N' Roll,1975,2:05,4,0.46,0.81,9,-8.791,1,0.0425,0.48,0.768,0.194,0.913,149.901,24
Be-Bop-A-Lula - Remastered 2010,John Lennon,Rock 'N' Roll,1975,2:37,4,0.62,0.917,9,-8.711,1,0.0473,0.152,0.000956,0.717,0.961,130.821,32
Bony Moronie - Remastered 2010,John Lennon,Rock 'N' Roll,1975,3:50,4,0.644,0.902,2,-8.375,1,0.0285,0.428,0.474,0.135,0.963,104.7,23
Rip It Up / Ready Teddy - Remastered 2010,John Lennon,Rock 'N' Roll,1975,1:34,4,0.442,0.725,9,-8.305,1,0.279,0.483,0.0000219,0.092,0.964,200.648,31
You Can't Catch Me - Remastered 2010,John Lennon,Rock 'N' Roll,1975,4:53,4,0.289,0.915,9,-7.116,1,0.0726,0.0706,0.195,0.42,0.632,169.006,30
"Yes, I'm Your Angel - Remastered 2010",John Lennon,Double Fantasy,1980,3:09,4,0.616,0.326,11,-13.641,1,0.119,0.852,0.0000196,0.288,0.384,107.366,29
Beautiful Boys - Remastered 2010,John Lennon,Double Fantasy,1980,2:55,4,0.396,0.299,4,-11.893,0,0.0299,0.928,0.000748,0.126,0.353,142.565,28
Beautiful Boy (Darling Boy) - Remastered 2010,John Lennon,Double Fantasy,1980,4:05,4,0.574,0.469,2,-11.53,1,0.0403,0.733,0.00000196,0.856,0.435,111.378,67
Hard Times Are Over - Remastered 2010,John Lennon,Double Fantasy,1980,3:19,3,0.286,0.608,11,-9.202,1,0.0574,0.255,0,0.291,0.488,82.489,26
Watching The Wheels - Remastered 2010,John Lennon,Double Fantasy,1980,3:59,4,0.607,0.612,0,-8.666,1,0.0523,0.408,0.0000052,0.32,0.272,82.933,46
Kiss Kiss Kiss - Remastered 2010,John Lennon,Double Fantasy,1980,2:41,4,0.756,0.805,0,-8.586,1,0.149,0.171,0.00749,0.518,0.946,139.44,33
Every Man Has A Woman Who Loves Him - Remastered 2010,John Lennon,Double Fantasy,1980,4:03,4,0.81,0.668,4,-7.748,0,0.0317,0.339,0.554,0.0917,0.952,122.121,29
I'm Moving On - Remastered 2010,John Lennon,Double Fantasy,1980,2:21,4,0.73,0.748,9,-7.081,0,0.0332,0.319,0.000174,0.352,0.629,95.898,29
Cleanup Time - Remastered 2010,John Lennon,Double Fantasy,1980,2:58,4,0.657,0.713,9,-6.799,0,0.07,0.32,0.114,0.1,0.741,95.259,36
I'm Losing You - Remastered 2010,John Lennon,Double Fantasy,1980,3:57,4,0.686,0.701,9,-6.738,0,0.0294,0.126,0.000267,0.625,0.542,97.716,41
Woman - Remastered 2010,John Lennon,Double Fantasy,1980,3:32,4,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,59
(Just Like) Starting Over - Remastered 2010,John Lennon,Double Fantasy,1980,3:56,4,0.701,0.79,9,-6.16,1,0.0725,0.301,0.0000606,0.179,0.421,99.104,52
Dear Yoko - Remastered 2010,John Lennon,Double Fantasy,1980,2:34,4,0.736,0.653,9,-6.121,1,0.0378,0.427,0.0000113,0.447,0.886,99.38,35
Give Me Something - Remastered 2010,John Lennon,Double Fantasy,1980,1:34,4,0.596,0.94,9,-5.362,0,0.203,0.432,0.0076,0.0687,0.434,151.051,28
Let Me Count The Ways - Remastered 2010,John Lennon,Milk And Honey,1984,2:16,4,0.627,0.0931,7,-22.46,1,0.0411,0.994,0.0168,0.137,0.581,79.197,23
Grow Old With Me - Remastered 2010,John Lennon,Milk And Honey,1984,3:09,4,0.472,0.296,7,-12.123,1,0.0248,0.973,0.95,0.0887,0.706,81.827,38
Don't Be Scared - Remastered 2010,John Lennon,Milk And Honey,1984,2:44,4,0.889,0.512,2,-9.261,1,0.0609,0.196,0.0124,0.0631,0.878,127.181,21
(Forgive Me) My Little Flower Princess - Remastered 2010,John Lennon,Milk And Honey,1984,2:28,4,0.929,0.631,4,-7.483,0,0.0396,0.476,0.115,0.0578,0.972,122.572,23
O'Sanity - Remastered 2010,John Lennon,Milk And Honey,1984,1:06,4,0.867,0.549,1,-7.188,1,0.0551,0.331,0.00000284,0.0775,0.553,91.784,19
You're The One - Remastered 2010,John Lennon,Milk And Honey,1984,3:57,4,0.712,0.885,2,-7.017,0,0.0838,0.424,0.00431,0.252,0.737,110.346,18
Sleepless Night - Remastered 2010,John Lennon,Milk And Honey,1984,2:33,4,0.824,0.753,0,-6.759,1,0.0824,0.205,0.000407,0.289,0.535,119.119,19
Borrowed Time - Remastered 2010,John Lennon,Milk And Honey,1984,4:29,4,0.917,0.74,9,-5.618,1,0.0351,0.539,0.000694,0.264,0.967,116.194,35
I Don't Wanna Face It - Remastered 2010,John Lennon,Milk And Honey,1984,3:21,4,0.657,0.873,9,-4.698,1,0.027,0.0117,0.00582,0.402,0.767,123.212,23
Nobody Told Me - Remastered 2010,John Lennon,Milk And Honey,1984,3:34,4,0.712,0.936,2,-4.246,1,0.0364,0.177,0.000837,0.0443,0.917,118.425,47
Your Hands - Remastered 2010,John Lennon,Milk And Honey,1984,3:04,4,0.496,0.879,0,-4.145,1,0.0599,0.154,0.0898,0.616,0.464,155.013,17
I'm Stepping Out - Remastered 2010,John Lennon,Milk And Honey,1984,4:06,4,0.744,0.94,0,-3.973,1,0.0387,0.316,0.00365,0.108,0.875,131.876,34
Kohoutek,Journey,Journey,1975,6:41,4,0.337,0.652,1,-13.548,1,0.0474,0.00174,0.506,0.102,0.136,107.565,21
Topaz,Journey,Journey,1975,6:11,4,0.294,0.602,7,-10.812,0,0.0567,0.149,0.487,0.108,0.146,136.557,22
To Play Some Music,Journey,Journey,1975,3:15,4,0.417,0.69,11,-10.215,0,0.0514,0.0693,0.0397,0.336,0.83,103.725,23
Mystery Mountain,Journey,Journey,1975,4:22,4,0.408,0.791,11,-10.16,1,0.0327,0.00114,0.163,0.105,0.867,90.005,22
In My Lonely Feeling / Conversations,Journey,Journey,1975,4:55,4,0.344,0.5,5,-9.732,0,0.0315,0.00718,0.2,0.115,0.38,120.306,22
Of a Lifetime,Journey,Journey,1975,6:49,4,0.297,0.523,11,-9.011,0,0.0335,0.00127,0.319,0.188,0.544,114.822,38
In the Morning Day,Journey,Journey,1975,4:22,4,0.349,0.891,0,-7.061,1,0.102,0.00561,0.0053,0.0702,0.561,128.295,22
Anyway,Journey,Look Into The Future,1976,4:10,4,0.407,0.558,7,-15.402,0,0.0316,0.00798,0.0113,0.111,0.451,115.582,22
Midnight Dreamer,Journey,Look Into The Future,1976,5:13,4,0.31,0.743,5,-14.213,1,0.0675,0.0000334,0.32,0.545,0.506,135.605,16
It's All Too Much,Journey,Look Into The Future,1976,4:03,4,0.418,0.771,7,-13.459,1,0.0469,0.0000928,0.0384,0.283,0.374,128.11,18
On a Saturday Nite,Journey,Look Into The Future,1976,3:58,4,0.484,0.78,10,-12.792,1,0.0388,0.0376,0.00537,0.219,0.47,137.764,21
I'm Gonna Leave You,Journey,Look Into The Future,1976,6:59,4,0.271,0.897,11,-12.604,1,0.327,0.000177,0.305,0.37,0.382,105.34,17
You're On Your Own,Journey,Look Into The Future,1976,5:53,4,0.287,0.621,0,-11.294,1,0.0797,0.0891,0.0285,0.0833,0.246,123.951,19
