name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
Sneak Out,06-06-2024,230771,0.0,42896.0,7.538281877465217,57,Indie,Kinguin,Kinguin Studios,2410490
Splodey,04-06-2024,4765,12.99,42892.0,5.480412642885778,92,Indie,Mad Mushroom,Send It Studios,2204170
Staffer Reborn,26-04-2024,17834,2.99,42836.0,0.8715559011038803,98,Indie,Team Tetrapod,Team Tetrapod,2658920
Nodebuster,13-08-2024,15819,2.99,42568.0,2.7462502016137416,99,Indie,Goblobin,Goblobin,3107330
Planetaries,15-08-2024,2578,19.99,42508.0,8.339327194184754,61,Indie,EY-Studio,EY-Studio,2800450
It Was Raining That Night,29-05-2024,4838,11.99,42490.0,1.922429877151138,74,Indie,Deafperv,VeronicaPerv,2543770
E.E.R.I.E2,16-06-2024,8217,7.99,42377.0,5.604201762620815,84,Indie,Ureasoft,Ureasoft,2162780
Escort's Secrets 18+,06-01-2024,6650,9.99,42371.0,2.715271067892765,65,Indie,BanzaiProject,BanzaiProject,2668160
Anno 1602 History Edition,22-04-2024,8401,9.99,42332.0,6.856321831993535,67,AAA,Ubisoft,Ubisoft Mainz,2820130
Irotoridori No Sekai HD - The Colorful World,16-02-2024,1533,34.99,42280.0,33.408494179391745,99,Indie,NekoNyan Ltd.,FAVORITE,2591380
XiuzhenWorld / 修真世界,30-04-2024,7497,9.99,42253.0,85.5434139318437,77,Indie,Noforgetit,Noforgetit,2868430
Spire Horizon,14-02-2024,5676,9.99,42180.0,8.823513240410309,80,Indie,Mendoka,Mendoka,2321880
Kristala,06-06-2024,1748,29.99,42089.0,3.270808205157224,90,Indie,Astral Clocktower Studios,Astral Clocktower Studios,1206410
Bureau of Contacts,20-06-2024,7620,7.99,42019.0,2.871687524854979,84,Indie,MIROWIN,MIROWIN,2840210
Lilim wants to Lv up♥,27-08-2024,5130,9.99,41953.0,4.206552409983751,81,Indie,Playmeow,"Yoü studio,Maker製造機",2651570
myPOPGOES,01-08-2024,11465,4.99,41949.0,3.964125096733567,84,Indie,Clickteam,Kane Carter,2429350
Hypnosis Card,19-01-2024,10812,4.99,41891.0,2.016618209055319,77,Indie,Lovely Games,,2544990
SOUL COVENANT,18-04-2024,1026,49.99,41764.0,2.971468127622907,75,Indie,"Thirdverse, Co., Ltd.","Thirdverse, Co., Ltd.",2237740
Just Click The Button,17-01-2024,15760,2.99,41751.0,6.070071139889177,93,Indie,Simon Eftestol,Simon Eftestol,2577760
Tools Up! Ultimate Edition,05-01-2024,4051,34.99,41386.0,4.194304726038506,79,Indie,Untold Tales,The Knights of Unity,2551920
Journey to the West Survivor,24-03-2024,10946,5.99,41369.0,10.398218727760351,87,Indie,Leyo Games,Buding Games,2450100
Idle Heros,01-05-2024,18688,0.0,41269.0,74.30369938660196,85,Indie,EGAME,EGAME,1686290
Mylene and the Lust temple,01-02-2024,3866,13.99,41218.0,1.414527658448737,89,Indie,072 Project,キラ☆タマ,2562550
Back,30-07-2024,7243,6.99,41201.0,1.3869485359413716,83,Indie,MYSTERY CROWN,MYSTERY CROWN,2913040
The Necromancer Arises,25-03-2024,5251,9.99,41069.0,2.176031510339552,82,Indie,Whiteleaf Studio,Whiteleaf Studio,2413570
Operation: Polygon Storm,12-08-2024,3786,14.99,40987.0,2.3359190909522582,80,Indie,Untold Tales,Toxic Studio,2310160
Old Coin Pusher Friends 3,25-07-2024,12042,3.99,40967.0,12.495623448004896,97,Indie,STP WORKS,STP WORKS,3040390
E-Startup 2 : Business Tycoon,14-05-2024,4124,12.99,40926.0,4.321572074374925,80,Indie,Polytale Games,Polytale Games,2547750
Riviera: The Promised Land,16-07-2024,1601,34.99,40866.0,8.112560411307811,96,Indie,Sting,Sting,2891280
Life Eater,16-04-2024,3362,14.99,40857.0,1.761433052706857,85,Indie,"Strange Scaffold,Frosty Pop",Strange Scaffold,2632930
This Grand Life 2,20-06-2024,2945,16.99,40793.0,13.109199416556264,92,Indie,Poking Water Games,Poking Water Games,2459490
Read Only Memories: NEURODIVER,15-05-2024,3328,14.99,40762.0,3.660410973557217,70,Indie,Chorus Worldwide Games,"MidBoss, LLC.",1293910
Alchemist Quest,26-01-2024,4175,12.99,40748.0,3.265305039415072,77,Indie,Kagura Games,ShiroKuroSoft,2657720
Kitten Burst,20-01-2024,2073,24.99,40690.0,7.522090444087317,100,Indie,Lithodelphis,Lithodelphis,1592360
Dusk City,25-07-2024,2052,24.99,40666.0,2.834362257995707,99,Indie,Dieselmine,Suteneko Lab.,2973120
Class of Heroes: Anniversary Edition,26-04-2024,2484,19.99,40490.0,17.326049577224996,77,Indie,"PQube,ACQUIRE Corp.",Zerodiv,2195780
Beach Club Simulator 2024,16-08-2024,7981,8.99,40336.0,5.27093331340532,82,Indie,Catsupp Games,Catsupp Games,2856030
Beyond Hanwell,25-08-2024,2484,17.99,40218.0,3.1956422657074275,82,Indie,Steel Arts Software Ltd,Steel Arts Software Ltd,2565550
Armored Suit Solgante,14-06-2024,4236,12.99,40188.0,3.983391950568567,82,Indie,Kagura Games,GapTax,2914470
Sun Breed,16-04-2024,4222,14.99,40182.0,4.677975289079946,92,Indie,SuperWriter Games LLC,SuperWriter Games LLC,2573950
风流公子romantic young man,25-07-2024,10210,4.99,40067.0,2.6870168978411,90,Indie,Ronin SoftWork,Ronin SoftWork,2829600
My step family,15-03-2024,5403,9.99,40051.0,0.8797257734494592,56,Indie,Kun family,Kun family,2753820
无休仙途,25-07-2024,8822,5.99,40010.0,43.543667833485095,77,Indie,GOCORE,GOCORE,2654540
Lazaret,20-02-2024,4436,10.99,39971.0,2.9691842032890894,88,Indie,Aegon Games,Aegon Games,2088280
修仙神诀,27-06-2024,12909,0.0,39887.0,12.383104587172468,74,Indie,雷鸣工作室,雷鸣工作室,3029670
Silent Rain,15-07-2024,5574,9.99,39816.0,3.669721526285395,67,Indie,Seedlers Interactive,"2Brains&Coffee,Seedlers Interactive",1791910
Slavania,13-03-2024,3238,15.99,39769.0,5.31468190304819,64,Indie,"FrostLeaf Games LLC,Game Art Pioneers",FrostLeaf Games LLC,1349600
Rebirth! New Lover,06-08-2024,5441,8.99,39756.0,3.3820040022280256,91,Indie,次元边界,次元边界,2803810
Echocalypse: The Scarlet Covenant,07-06-2024,7701,0.0,39735.0,8.64651914648372,54,Indie,Yoozoo (Singapore) Pte. Ltd,Yoozoo (Singapore) Pte. Ltd,2917030
Candy & Toys Store Simulator,26-06-2024,3531,12.99,39589.0,8.506729676566618,91,Indie,Ox Games,Ox Developer,3013700
Cats Hidden Around the World,09-06-2024,10740,4.99,39527.0,2.280299730203956,97,Indie,Travellin Cats,Travellin Cats,2377970
TASOKARE HOTEL Re:newal,22-01-2024,1283,39.99,39446.0,6.31815504654062,92,Indie,SEEC Inc.,SEEC Inc.,2622260
MACROSS -Shooting Insight-,27-03-2024,1100,39.99,39428.0,2.5255326652276247,48,Indie,Bushiroad Inc.,KAMINARI GAMES Inc.,2103230
Britannia,04-04-2024,3036,24.99,39342.0,24.25514936178075,74,Indie,"PID Games,Avalon Digital",Avalon Digital,1268420
Lysfanga: The Time Shift Warrior,13-02-2024,2741,19.99,39323.0,8.184091418936433,78,Indie,Spotlight by Quantic Dream,Sand Door Studio,2161620
Snapshot VR,05-04-2024,2907,19.99,39215.0,25.527867024835096,87,Indie,Giant Scam Industries,Giant Scam Industries,1133580
Shanghai Summer,07-02-2024,3771,12.99,39145.0,2.7283112400338663,0,Indie,Astrolabe Games,FUTU Studio,1323830
Boyhood's End,05-09-2024,4394,10.99,39110.0,1.7971319180139649,86,Indie,"WSS playground,Alliance Arts","WSS playground,buriki clock",2403290
Sex Detective [18+],20-01-2024,6159,9.99,39057.0,2.62368680328011,74,Indie,BanzaiProject,BanzaiProject,2732510
飛天歷險2024(Dream Of Mirror Online),18-06-2024,5027,0.0,38814.0,53.80585097088608,86,Indie,Hong Kong GameStar Limited,SOFTSTAR ENTERTAINMENT,2899890
Chromosome Evil 2,15-02-2024,2504,19.99,38734.0,15.35812128894409,91,Indie,S.C. 16 BIT NIGHTS S.R.L.,"S.C. 16 BIT NIGHTS S.R.L.,dovganovskiy",2529770
A fascinating story,14-06-2024,5323,9.99,38560.0,2.751939126006837,75,Indie,Lovely Games,L&P,2756390
STRIDE: Fates,16-05-2024,1456,29.99,38478.0,2.2171262747285883,44,Indie,Joy Way,Joy Way,2597880
Brainwashing with Tentacles R,25-05-2024,4016,11.99,38429.0,1.6485084560717145,73,Indie,Dieselmine,kagurado,2862430
False Dream,16-01-2024,22446,1.99,38327.0,2.8520489149129244,97,Indie,TenkaiGames,TenkaiGames,2753720
Chocolate Factory,18-06-2024,2560,19.99,38045.0,5.231778431189281,58,Indie,Tbjbu2,Tbjbu2,2854710
Touhou ~Red Empress Devil.,07-03-2024,5933,7.99,37988.0,1.1907577469879576,79,Indie,STUDIO POCO,STUDIO POCO,1734070
Orgasm Academy 💦,13-04-2024,5975,9.99,37850.0,2.698963040803605,83,Indie,Lust Desires 🖤,Lust Desires 🖤,2820600
Timemelters,28-02-2024,2700,19.99,37803.0,5.238353917176057,94,Indie,Autoexec Games,Autoexec Games,1096140
Escape Memoirs: Safe House,19-07-2024,4474,9.99,37696.0,3.9809089476220474,97,Indie,0 Deer Soft Partnership,0 Deer Soft,2722360
Inn Tycoon,26-08-2024,5278,9.9,37621.0,4.334262378938257,87,Indie,"Evil Goose Games,Gamersky Games",Evil Goose Games,2749000
Legend of the Master Baiter,21-06-2024,5111,9.99,37590.0,4.788857462263077,78,Indie,Kagura Games,BigWednesday,2864830
Silent Depth 2: Pacific,16-07-2024,3423,12.99,37567.0,3.543798908664691,58,Indie,MicroProse Software,MicroProse Software,2591010
Pampas & Selene: The Maze of Demons,21-05-2024,5126,9.99,37487.0,7.261998140753362,93,Indie,Unepic Games,@unepic_fran,1966220
Union of Gnomes,18-07-2024,3038,14.99,37472.0,4.858536097701764,93,Indie,HeroCraft PC,Hoolignomes,2097030
DATE A LIVE: Ren Dystopia,05-09-2024,1223,39.99,37412.0,3.649681378405073,96,Indie,Idea Factory International,"Idea Factory,Compile Heart,Sting",2627780
风岬-The Everlasting lovestory at the Windcap,13-02-2024,7858,5.99,37405.0,3.8382243486449794,0,Indie,百歌CentChansons,百歌CentChansons,2414750
My Little Pony: A Zephyr Heights Mystery,17-05-2024,1064,39.99,37380.0,5.784979175911031,88,Indie,Outright Games Ltd.,Drakhar Studios,2235440
World Turtles,15-04-2024,2761,19.99,37235.0,2.8684712372014327,78,Indie,indie.io,Re: cOg Mission,1512050
Darkness Revenge,08-02-2024,4505,9.99,37160.0,3.036385164083652,81,Indie,Hematite,Hematite,2112680
Linkito,23-07-2024,2923,14.99,37043.0,4.508091899937316,88,Indie,"Playdigious Originals,Kimeria Games",Kalinarm,2312770
Aground Zero,18-01-2024,2046,19.99,36809.0,13.945204139951857,92,Indie,Fancy Fish Games,Fancy Fish Games,1795570
Towerful Defense: A Rogue TD,29-07-2024,4968,9.99,36774.0,4.435117143496472,78,Indie,Mini Fun Games,Mini Fun Games,2453610
SEX Airlines 🔞✈️,13-07-2024,5700,9.99,36654.0,1.330472437003454,72,Indie,Play & Cum 💦,Play & Cum 💦,3014600
Virtua Unlimited Project,24-04-2024,4091,10.99,36626.0,7.486923043711081,0,Indie,Neverland Entertainment,Virtua Ride System,1934030
重生了还要我谈恋爱？,25-07-2024,6109,7.99,36601.0,3.1956110734957632,95,Indie,画域互动,画域互动,2804510
14 Minesweeper Variants 2,14-06-2024,6567,6.99,36460.0,30.827359464449398,98,Indie,Artless Games,"Alith Games,Artless Games",2631960
Die by the Blade,16-05-2024,2085,19.99,36435.0,4.79305152673187,61,Indie,Grindstone,"Grindstone,Triple Hill Interactive,Toko Midori Games",1154670
Real Dive World,10-05-2024,2501,19.99,36294.0,2.67005413560503,82,Indie,OTAKU Plan,TANUKIHOUSE,2337090
Climber Animals: Together,22-03-2024,12770,3.99,36224.0,2.713706604500689,93,Indie,Weakfish Studio Publishing,Payoff Games,2744880
Sid Meier's Alpha Centauri™ Planetary Pack,07-03-2024,18231,4.99,36165.0,15.234579989068529,95,AAA,Electronic Arts,Firaxis Games,2204130
Archean,16-05-2024,2138,19.99,36163.0,35.56501054328521,92,Indie,"batcholi,FloDKSM","batcholi,FloDKSM",2941660
洪荒：我挂机成圣,14-01-2024,6629,6.99,36125.0,271.6146279284957,50,Indie,老乌贼工作室,老乌贼工作室,2123310
Knights Within,15-05-2024,2479,17.99,36030.0,7.057114379278621,97,Indie,Indecision Labs,Indecision Labs,2406180
Master of Chess,12-06-2024,3176,14.99,36029.0,9.34233207450903,86,Indie,BRANE,BRANE,2248900
Umbraclaw,30-05-2024,1971,24.99,36009.0,4.507811287732485,93,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",2428420
C.A.R.D.S. RPG: The Misty Battlefield,22-05-2024,1133,39.99,35903.0,10.33745263202776,46,Indie,ACQUIRE Corp.,ACQUIRE Corp.,2539880
Rogue Fable IV,26-01-2024,3991,11.99,35878.0,26.67117876901817,92,Indie,Pixel Forge Games,Pixel Forge Games,2720010
3 Minutes to Midnight - A Comedy Graphic Adventure,22-08-2024,1742,24.99,35867.0,7.501924637371908,92,Indie,Scarecrow Studio,Scarecrow Studio,832500
Innocence Or Money | Season 2 | Episode 1,10-08-2024,9947,3.99,35719.0,1.892374217964523,75,Indie,MarcialART,MarcialART,3064420
QANGA,02-09-2024,2197,19.99,35571.0,3.25806345564814,85,Indie,iolaCorp Studio,iolaCorp Studio,1648190
The Cooking Game VR,09-08-2024,3127,19.99,35330.0,1.6773863133265157,72,Indie,Play Spirit Limited,Play Spirit Limited,857180
Top Racer Collection,06-03-2024,2184,19.99,35298.0,4.23830756740612,83,Indie,"QUByte Interactive,Piko Interactive,bleem.net",QUByte Interactive,2214000
CORPUS EDAX,05-09-2024,2228,19.99,35271.0,2.058410046420825,79,Indie,Luis G. Bento,Luis G. Bento,2017610
Ballance,05-01-2024,9412,5.99,35198.0,1.613739933077078,78,Indie,Ziggurat,Cyparade,2000770
Galactic Glitch,15-07-2024,3974,12.99,35181.0,4.501046549918738,94,Indie,Crunchy Leaf Games,Crunchy Leaf Games,1536620
The Assistant Season 2,29-08-2024,4501,9.99,35119.0,2.944678487160993,87,Indie,Backhole,Backhole,2994260
GOBLIN SLAYER -ANOTHER ADVENTURER- NIGHTMARE FEAST,28-02-2024,700,54.99,34638.0,8.28881600993995,48,Indie,Bushiroad Inc.,"APOLLOSOFT Inc.,mebius.",2456410
Unspoken,01-04-2024,13185,2.99,34570.0,1.221261653746725,91,Indie,Weeping Studio,Weeping studio,2846290
Trap Yuri Garden,10-06-2024,3168,14.99,34538.0,4.174798019139268,93,Indie,"Eroge Japan,Sanuk Inc.",No Strike,2183910
Llamasoft: The Jeff Minter Story,13-03-2024,1437,29.99,34480.0,2.6086928041531428,93,Indie,Digital Eclipse,Digital Eclipse,2236680
Busty Milf and Summer Country Sex Life,25-04-2024,1920,22.99,34423.0,2.5442447265943544,94,Indie,Dieselmine,MikanBatake,2795310
Retrowave World,10-05-2024,4976,9.99,34177.0,6.393304313510181,83,Indie,RewindApp,RewindApp,2413050
War Tortoise,27-03-2024,3157,12.99,34147.0,35.57522367183048,82,Indie,Foursaken Media,Foursaken Media,2120250
The Night is Grey,05-01-2024,2599,15.99,34137.0,6.327124309995986,83,Indie,Whalestork Interactive,Whalestork Interactive,1281490
エスカレーター |  Escalator,06-01-2024,13759,2.99,34019.0,0.970338311259362,38,Indie,Toyasky,Toyasky,2738050
Thalassa: Edge of the Abyss,01-08-2024,1885,19.99,33913.0,5.175897436224591,92,Indie,Team17 Digital Ltd,Sarepta Studio,1783680
Forest Ranger Simulator,19-06-2024,2968,14.99,33771.0,6.762252434257949,48,Indie,FreeMind S.A.,"HOT CODE COMPANY,FreeMind S.A.,VIRTUAL MAGIC",1185780
Fallen Leaf,15-07-2024,2354,16.99,33220.0,6.47813663302046,90,Indie,Delta Shore Games,Delta Shore Games,1459010
Été,23-07-2024,1903,24.99,33085.0,6.732972715477706,99,Indie,Impossible,Impossible,1065070
Monster Girl Conquest Records Battle Orc,09-05-2024,3604,10.99,33040.0,2.6832910240482435,93,Indie,Shady Corner Games,mozu field,2680840
Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants,23-04-2024,1443,29.99,32967.0,2.551853235737157,62,Indie,GameMill Entertainment,Cradle Games,2527580
Dungeon Exiles,07-08-2024,3916,9.99,32913.0,8.265966155033187,77,Indie,Gronkins,Gronkins,2850100
An English Haunting,22-05-2024,2877,13.99,32895.0,4.98717775106139,96,Indie,"Postmodern Adventures,enComplot",Postmodern Adventures,2474030
Trackline Express,18-04-2024,2838,14.99,32789.0,5.505014640252864,85,Indie,Bubblebird Studio,Bubblebird Studio,2343920
Rum & Gun,26-08-2024,8875,4.99,32753.0,12.051587904666636,94,Indie,Borington,Borington,1210800
Plushie from the Sky,06-05-2024,3684,11.99,32723.0,2.4452972237095225,96,Indie,fishwind,fishwind,1679510
飄流幻境M,25-06-2024,13101,0.0,32631.0,42.33954376230544,74,Indie,Chinesegamer,Chinesegamer,1481340
Horny Suika: Wet Watermelon,02-08-2024,7860,4.99,32631.0,3.632772524791276,91,Indie,Tora Creatives,Tora Creatives,2739980
Nine Tereasures of Liuyin,01-08-2024,2160,18.99,32506.0,2.98226257938161,0,Indie,kingnagame,kingnagame,2949580
Sore wa Maichiru Sakura no You ni -Re:BIRTH-,07-06-2024,1132,39.99,32480.0,10.10257010148131,89,Indie,HIKARI FIELD,Navel,2754170
TryAndLove,25-01-2024,5564,6.99,32472.0,3.313299785383789,51,Indie,MYSTERY CROWN,MYSTERY CROWN,2715590
Wulin Chess,01-02-2024,5968,11.99,32365.0,30.11762561523791,76,Indie,East2west Games,LameCat Studio,1525410
My love with the GirlsGroup,17-04-2024,2255,25.5,32198.0,2.680101537283766,72,Indie,Bing World,Bing World,2852710
Benefitship,12-07-2024,12641,2.99,32166.0,1.7604861868198556,96,Indie,RFH Games,RFH Games,2404000
Lust & Legends,09-05-2024,3127,12.99,32128.0,2.322082956917242,79,Indie,Entropy Digital Entertainment,Entropy Digital Entertainment,2899030
Demon Slayer -Kimetsu no Yaiba- Sweep the Board!,16-07-2024,593,59.99,32016.0,3.4537952979865176,97,AA,SEGA,CyberConnect2,2424110
Abathor,25-07-2024,2593,14.99,31842.0,5.0401017121337786,91,Indie,JanduSoft,Pow Pixel Games,2295610
Yet Another Fantasy Title (YAFT),10-04-2024,2557,19.99,31754.0,2.8679573315310183,61,Indie,"Atomic Wolf,Games Operators",Atomic Wolf,1993450
GHOSTWARE: Arena of the Dead,10-06-2024,2758,14.99,31678.0,2.716453630347715,85,Indie,Mothership Loudspeakerz,Daev Team,1893370
西游-琉璃盏,11-07-2024,2563,14.99,31644.0,8.225275653716226,85,Indie,Dark Dimension,Dark Dimension,1309510
Parfait Remake,19-07-2024,1254,34.99,31543.0,6.345430251028448,90,Indie,HIKARI PULSE,"GIGA,Entergram",2947220
Only Up: SKIBIDI TOGETHER,12-07-2024,8729,4.99,31466.0,2.364922886217591,81,Indie,"Rosa Special Studio,Grand Technology Associates","Grand Technology Associates,Rosa Special Studio",2928650
希望之城 The City Of Hope,04-03-2024,5701,6.99,31464.0,13.97846301423298,71,Indie,家里蹲工作室,家里蹲工作室,2424740
DEFENDUN : Hero Defense,14-02-2024,7029,8.99,31353.0,7.923647630905813,77,Indie,Gonggamorecontents Inc.,Gonggamorecontents Inc.,2323810
Futanari di Funghi,03-06-2024,5273,6.99,31301.0,5.102718338234958,81,Indie,Shady Corner Games,Ahegames,2496640
Brothel Secrets 🔞,27-01-2024,5429,9.99,31198.0,1.60275482219499,77,Indie,Octo Games,Octo Games,2721240
Roommates,07-02-2024,4147,9.99,31098.0,3.815552727126738,93,Indie,Octaday,Octaday,2775110
SANYA,01-03-2024,2638,14.99,31003.0,1.465351068896308,75,Indie,helpnode,helpnode,1667360
"Sex, Camera, Action! 🔞",27-07-2024,5419,9.99,30951.0,1.8185943631721628,78,Indie,Play & Cum 💦,Play & Cum 💦,2955820
Decimate Drive,25-02-2024,4570,7.99,30948.0,1.3102211414602636,93,Indie,Some Random Designing,Some Random Designing,2427950
Unbeatable professional me with 100 girlfriends,17-05-2024,3760,9.99,30925.0,2.531206269062915,66,Indie,Day Day Up！,philosophy♂,2701420
Tomboy: Love in Hot Forge,29-02-2024,10169,3.99,30878.0,1.3421321457630302,88,Indie,NSFW18 Games,Zylyx,2732730
Monster Tiles TD: Tower Wars,11-02-2024,25912,0.0,30820.0,23.330226717446127,80,Indie,Swell Games LLC,Swell Games LLC,2447060
Sex City: 2069,20-07-2024,3751,14.99,30759.0,1.5297924373325982,65,Indie,Octo Games,Octo Games,2487130
Harvest Days: My Dream Farm,25-07-2024,3482,14.99,30652.0,18.141475623604716,71,Indie,"Family Devs,Toplitz Productions",Family Devs,1515320
GUNVOLT RECORDS Cychronicle,15-02-2024,2470,14.99,30558.0,3.17849779945142,71,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",2585040
BeachHead,22-01-2024,3520,14.99,30498.0,18.152256882140843,63,Indie,Digital Fusion Inc.,Digital Fusion Inc.,1288790
Witch's Doll,24-05-2024,4909,6.99,30419.0,1.8276383459174887,88,Indie,Elite Lords Studios,Elite Lords Studios,2892000
Anno 1701 History Edition,22-04-2024,6151,9.99,30243.0,10.459053119326525,76,AAA,Ubisoft,Ubisoft Mainz,2820140
IIslands of War,10-03-2024,3885,4.99,30192.0,11.074408043059782,87,Indie,jwiggs,jwiggs,1162470
GIRLDIVERS,30-08-2024,2795,14.99,30160.0,1.5064797203365987,93,Indie,Sweet Cakes Games,Sweet Cakes Games,2892310
Forsaken Quartet,17-05-2024,3187,12.99,30108.0,3.950541244010975,79,Indie,Kagura Games,AVANTGARDE,2377410
Unlucky Seven,06-02-2024,5591,7.99,30099.0,2.2119974374852376,47,Indie,"SIG Publishing,Art Games Studio S.A.",Puzzling Dream,579120
Scourge Of War - Remastered,06-09-2024,1747,18.99,29857.0,10.641074576383453,92,Indie,Norb Software Development LLC,Norb Software Development LLC,2205330
Primateria,08-01-2024,3145,11.99,29843.0,6.623460498120785,85,Indie,Surefire.Games,Yfrit Games,1397130
Mutant Football League 2,31-05-2024,1325,24.99,29800.0,3.841531165408143,84,Indie,Digital Dreams Entertainment,Digital Dreams Entertainment,1657320
"SEX, Stocks & Cocks",08-06-2024,5320,9.99,29726.0,1.950707515099464,89,Indie,Lust Desires 🖤,Lust Desires 🖤,2983270
Astrodle,19-06-2024,5885,5.99,29692.0,8.619566640734353,91,Indie,Robin Nicolet,Robin Nicolet,2853130
Farmer's Father: Save the Innocence,25-03-2024,4012,9.99,29651.0,5.095922865792561,51,Indie,"FreeMind S.A.,PlayWay S.A.",FreeMind S.A.,1905980
Anno 1503 History Edition,22-04-2024,6151,9.99,29631.0,6.115938992310643,66,AAA,Ubisoft,Ubisoft Mainz,2820110
PAC-MAN Mega Tunnel Battle: Chomp Champs,08-05-2024,1717,19.99,29626.0,3.111213621333812,65,Indie,Bandai Namco Entertainment America Inc.,Amber Studio,2095950
The Pony Factory,18-01-2024,10069,3.99,29544.0,0.6334106168309567,0,Indie,David Szymanski,"David Szymanski,John Szymanski",2536530
Microcosmum 2,02-03-2024,2547,14.99,29539.0,8.508756292668476,62,Indie,Satur Entertainment,Satur Entertainment,1486140
Death Trick: Double Blind,11-03-2024,2348,15.99,29423.0,4.311320357436231,87,Indie,Neon Doctrine,Misty Mountain Studio,2254710
Clash II,15-02-2024,2296,24.99,29349.0,5.446121753796074,69,Indie,Prime Bit Games SA,Prime Bit Games SA,1347760
Mobiles Tycoon,15-07-2024,5863,5.99,29315.0,6.253715412674853,85,Indie,Insignis Games,Insignis Games,3022320
[ECHOSTASIS],30-05-2024,1764,19.99,29284.0,7.066791492048213,92,Indie,ENIGMA STUDIO,ENIGMA STUDIO,1558000
8th Heaven,29-07-2024,2562,14.99,29280.0,1.7129255284405749,84,Indie,TinyHat Studios,Cottage Club,2321860
战国女神,19-01-2024,4891,0.0,29152.0,39.16769978517894,73,Indie,战国女神,战国女神,2706730
Goons: Legends & Mayhem,11-04-2024,1982,19.99,29102.0,3.0503787045516324,89,Indie,Firestoke,RageCure Games,1484180
Homeless,03-08-2024,4825,6.99,29094.0,1.0481992029999825,77,Indie,"DarkPhobia Games,Teaserplay",DarkPhobia Games,3018910
No Return,02-08-2024,2075,16.99,29045.0,1.6968528516564485,43,Indie,Boltray Games,BlameTech,1967220
Lust Mansion 🔞,01-06-2024,5215,9.99,29037.0,1.916627332247729,87,Indie,Lust Desires 🖤,Lust Desires 🖤,2936260
Survival Nation: Lost Horizon,15-04-2024,2465,14.99,28857.0,4.066106045541831,63,Indie,indie.io,Wenkly Studio Sp. z o.o.,2504380
Tactic Boxing,24-03-2024,3970,9.99,28857.0,7.929103182478144,78,Indie,Stately Eagle Games,Stately Eagle Games,2740280
Criminal Attraction,26-07-2024,3389,9.99,28741.0,4.776792523236554,83,Indie,Space Samurai Studio,Space Samurai Studio,2775050
Elf boss's dog training,16-01-2024,4593,7.99,28692.0,3.882277922403346,81,Indie,"Playmeow,ACG creator",Giver,1988080
Border Bots VR,08-02-2024,1867,19.99,28685.0,2.740666435942031,88,AA,Team17,"Paw Print Games Ltd.,vTime Ltd",874440
Crystal Guardians,15-03-2024,2585,13.99,28629.0,17.725350604853798,95,Indie,Green Pine Studios,Green Pine Studios,2322090
Against Great Darkness,10-04-2024,5026,6.99,28579.0,4.760527244357026,95,Indie,Hitreg Studios,Hitreg Studios,2302150
Akai Onna,04-01-2024,12475,2.99,28485.0,0.692439412021328,89,Indie,Yamoto,Yamoto,2674190
House of Lust,20-03-2024,2833,11.99,28483.0,1.974001166062908,74,Indie,Shady Corner Games,FrozenLettuce,2656980
Book of Korvald,16-06-2024,1459,24.99,28463.0,8.076809339919043,97,Indie,Shady Corner Games,Punching Donut,2132380
Mines and Magic,25-03-2024,3910,14.99,28188.0,9.086870277290796,72,Indie,Zolden Games,Zolden Games,884640
奕剑江湖,06-08-2024,63989,0.0,28044.0,10.34215016430438,85,Indie,Star-Star Studio,Star-Star Studio,2701510
To Be In Love With Girls Group,26-03-2024,3700,9.99,27883.0,4.368679644745055,68,Indie,光禾文化,光禾文化,2817530
定制女友,27-04-2024,4027,8.99,27860.0,2.773132909438211,81,Indie,deep field,deep field,2791020
Coloring Game: Studio,19-01-2024,2378,19.99,27849.0,81.41022393033064,99,Indie,L. Stotch,L. Stotch,2231040
Tendryll,30-04-2024,1865,17.99,27758.0,12.719284465800968,87,Indie,Brute Farce,Brute Farce,1915780
Mirage Feathers,06-09-2024,6859,4.99,27717.0,1.1706268898128227,100,Indie,oyasumi Workshop,oyasumi Workshop,2719060
2番線 | Nibansen,18-01-2024,6602,4.99,27542.0,1.2029222325691964,81,Indie,MFC STUDIO,MFC STUDIO,2699510
DEATHWATCHERS,12-07-2024,2826,11.99,27529.0,6.492901941159936,91,Indie,SWAIN GAMES,SWAIN GAMES,2599370
Flying High,10-05-2024,2377,14.99,27484.0,0.8681633293180607,65,Indie,Affect3D,Affect3D,2909410
Ufouria: The Saga 2,28-02-2024,1279,24.99,27474.0,3.297133300428793,94,Indie,SUNSOFT,SUNSOFT,2685090
Necroking,04-09-2024,6773,4.99,27369.0,3.0815895559559663,85,Indie,Alawar,KORO.GAMES,2852980
Captain Firehawk and the Laser Love Situation,09-02-2024,3431,9.99,27368.0,1.8602411007512132,76,Indie,Portland Caviar,Portland Caviar,2054690
Right and Down and Dice,23-01-2024,2950,11.99,27336.0,8.24860646412999,87,Indie,mc2games,mc2games,2228010
