Review,label
"great for understanding math problems, school work, learning new things, and getting ideas!",POSITIVE
"this is the official app from openai. i liked it right off the bat because it is well designed from a ux perspective … svelt, no nonsense!",POSITIVE
i really hate the way they make it very difficult to copy and paste text and see and hide the history. it's a really frustrating app. : (,NEGATIVE
this is extremely useful! thank you for making it foc for all to experience.,POSITIVE
i have never signed up but none of my email addresses work when trying to sign up because my phone number is already associated with an account?,NEGATIVE
better than google,POSITIVE
the app needs : * copy / paste via standard gestures * landscape mode ( iphone and ipad ) * search inside conversation text via standard ui.,NEGATIVE
"try to sign in with apple, get “ unsupported ”. try to sign in with email and get “ sign up not available right now ”. never used my email address with the website. in fact, never used the website. be nice to try it",NEGATIVE
just listened to the all - in pod and was so excited to hear the app is finally here!,POSITIVE
as a gpt pro user i love it. wish gpt knew vivado verilog a little better though.,POSITIVE
"in general the app is good, but the battery drain is insane. in 1 hour of using i have lost 50 % of battery. besides that, the phone gets extremely warm.",NEGATIVE
the instant reply is really fast! better than the web chatgpt,POSITIVE
"it was very entertaining using this app but, within few minutes, iphone became very hot. it ’ s a third gen se. i was alarmed by the heating in a very short time so i deleted the app",NEGATIVE
"unreliable app. freezes all the time. despite being a paid subscriber, i don ’ t have the option to use plug ins. i wish it worked, would have been awesome! i wish it integrates better with the os. version 2?",NEGATIVE
all these clients floating around using api keys will hopefully go away now. it ’ s an added security risk for users.,NEGATIVE
"i ’ ve been waiting for this for some time. there is an issue where i am a plus user, but when i logged in it said i was on the free plan.",NEGATIVE
great app. i just wish there was an option to have gpt ’ s responses read aloud back to me,POSITIVE
"i use chatgpt nonstop. from brainstorming to learning new skills to coding, it ’ s the ai collaboration of my dreams. i love the haptic feedback in this app too.",POSITIVE
seems my app on iphone does not allow for entering in a message more than once. it is not doing anything since my fort entry. on browser works great and love it.,POSITIVE
nice and quick. i just wish this app was also compatible with ipad.,POSITIVE
"it ’ s super quick via app interface, huge fan, but we need a full screen ipados version!",NEGATIVE
"overall the app is nice, however please add plugins for gpt - 4, which are available on a web version.",POSITIVE
initial version can use without internet after upgrade use it must connect internet,NEGATIVE
i'm really disappointed that openai still haven't opened their program for current data and actual internet access. this version is still limited to that 2021 deadline and a limit set of training data.,NEGATIVE
"i give it prompts and equations and it does not listen, i asked it to write a 4 paragraph essay on taylor swift it just wrote a 1 paragraph essay telling me about how her music is written. really overrated tool, but it takes time.",NEGATIVE
tried signing up but i didn ’ t put my birthday in correctly and it froze me out?! once i can get in the app i can give a better review,NEGATIVE
my phones gets very hot when using this app. it seems like it ’ s using too many resources. needs to be patched. otherwise is a nice interface to chatgpt.,NEGATIVE
love the speech to text feature. that ’ s exactly what ’ s been missing! thanks chatgpt team!!!,POSITIVE
i have been waiting for this app for awhile. i am so excited!!,POSITIVE
overall functionality is good. the plug - ins for chatgpt plus are missing. when are going to be released?,NEGATIVE
"since starting to use mr gpt for my daily work, my productivity has skyrocketed! incredible ui, incredible technology",POSITIVE
my account logs in on web browser fine but not on this app. i checked more carefully and realized this is a scam app. ai has been available to people recently but this app is over 12 years on the appstore. they changed the name of their app and claim to be chatgpt. be careful everyone!,NEGATIVE
please optimize the interactive interface and adapt it to ipad as soon as possible ！,POSITIVE
"i tried using simple english words, it is not detecting properly … open ai have to improve this and also please give an option of responses that can speak by an assistant …",NEGATIVE
missing beta features for plus users.,NEGATIVE
the iphone app is simple to use and works well. when will they put out an ipad app?,POSITIVE
"love the app, but why is my phone burning up after a short period of use. are they offloading some of the neural net to end users??? ( lol, kidding …. i think … )",NEGATIVE
now those stupid ads are useless and no one wi ever check em,NEGATIVE
， 止 有 法 ？ （ how do i register and use this? it seems like i have stopped registering ; is there any way to use it? ）,NEGATIVE
"excellent app, but i still miss the dark mode and the feedback button",NEGATIVE
very useful and easy to use but it knows nothing about things created after september 2021,NEGATIVE
thank you for making this accessible through an app ( :,POSITIVE
i finally have more dad jokes than him.,POSITIVE
chatgpt continues to be fun and easy to use. the ui team has done a great job of porting to ios,POSITIVE
"hello, i don ’ t even know what this app is even like mainly because i am a ipad user therefore i don ’ t even get a message when i ’ m asked to type in my phone number it doesn ’ t work it doesn ’ t work. it really doesn ’ t so yeah.",NEGATIVE
email missing!,NEGATIVE
"it says it all, this is the future.",POSITIVE
couldn ’ t even try the app without giving them my email and phone number. there ’ s no reason that they would need them.,NEGATIVE
"this app is very convenient to chat with gpt, but it will be better if the ui adapts to ipad.",NEGATIVE
thanks for the swift update! looking forward to the ipad version.,POSITIVE
"i don ’ t think this app has this function yet? can ’ t find it on app, maybe it ’ s because it ’ s in beta only?",NEGATIVE
i want to support split screen mode in my,NEGATIVE
"tried to set up an account and, upon entering my birthdate the app filled in the year as 2023. go figure, a two month old is too young to agree to the terms of service. no way to correct the entry. wow! if they can ’ t even get that right...",NEGATIVE
"on your phone, voice support works great, and it seems to run smoothly.",POSITIVE
"great service, glad it finally has its own official app.",POSITIVE
why is it that when i am trying to create an account it will not let me and it says i can ’ t create it due to terms of use. i haven ’ t done anything wrong yet. it will not let me create an account. i guess ai isn ’ t what is cracked up to be,NEGATIVE
can you please create something that takes full advantage of apples ipad and not just the iphone?,POSITIVE
do not pay for this app. i paid for gpt plus over a week ago and there has not yet been any gpt4 functionality on the app. gpt4 and plugins work on pc still so it ’ s not an entire waste of money but do not expect to use the app expecting gpt4 functionality. would love to be able to at least message some sort of support but that seems to be non exeistent. maybe the whole company is just run by bots idk lol but don ’ t pay for this app. do not pay for this app.,NEGATIVE
please do not put ads or paywalls or any subscriptions on this app it is perfect as it is,NEGATIVE
passwords require numbers when logging but this app isn ’ t allowing to type in the numbers,NEGATIVE
it opens as a phone - sized window i ’ m the center of the screen. you can stet h it up to full screen but the touch keyboard stays the same. not convenient at all.,NEGATIVE
"first, the app is great, but it seems to be having problems. "" { "" cf _ details "" : "" this request is invalid. "" }",NEGATIVE
"easy to access, quick to get reply",NEGATIVE
i would love to use it using voice input and voice output.,POSITIVE
easy to use and fast response,POSITIVE
you literally can feel the phone start to heat up immediately after opening this app,NEGATIVE
unable to get past disclaimer page. verified phone number then disclaimer page and nothing. click on support and none of the options that pop up are relevant to my issue.,NEGATIVE
when can i get the ipad version ？,NEGATIVE
simple yet intuitive,POSITIVE
this app is next level! i love that i can now use it whenever i ’ m on the go!,POSITIVE
"the experience is ok. but it can be better if plugins and browsing are supported. what ’ s more, support for ipad would be very much appreciated.",POSITIVE
can ’ t even navigate past first screen,NEGATIVE
"engaging with chatgpt feels like i ’ ve managed to corner that elusive genius at a party. the app ’ s grasp on context is a conversation starter, leaving me eagerly awaiting openai ’ s next move.",NEGATIVE
"truly the best chatgpt experience, with speech to text, that awesome ui, and message history search, this is going to be my chatgpt daily driver.",POSITIVE
this is very helpful to me.,POSITIVE
finally on app store,NEGATIVE
"runs pretty hot on my iphone 14 pro max. i can feel it heating up when i use it. it ’ s just making api calls, right?",POSITIVE
please add persian language and improve specifically the text decoration of right to left languages. the text doesn ’ t appear correctly.,NEGATIVE
this app is wonderful it made my life easier. but please i am kindly asking to make ipad version with fullscreen. it would be perfect as many people want to use the app with full screen and have enough space to type things out. my best regard to open ai,POSITIVE
"good at all but screen doesn't rotate, line not limited sometimes",POSITIVE
"the birthdate field is done so poorly, i could not scroll enough to get to my birthdate for things locked up. then, when i advertently hit continue, it said i was too young, locked me out of my my account, and i cannot get back in.",NEGATIVE
right now it ’ s formatted for an iphone ’ s screen. otherwise no complaints.,NEGATIVE
"it ’ s better to first create account and verify on the website before using the app. if you try to do it all on the app for the first time, it throws an unhelpful error message ( email form not supported ) on the verify email step.",NEGATIVE
incredible haptic design! now bring more accessibility features into the app experience.,POSITIVE
i ’ m having problems with the app,NEGATIVE
this is awesome. putting this power directly in users hand is amazing. thank you openai,POSITIVE
an ios app!! excited to take chatgpt wherever i go!,POSITIVE
great start for this app. as a paying user i am disappointed that browsing was disabled on 7 / 3 / 23.,NEGATIVE
it ’ s nice,POSITIVE
it is a good chat gpt but something deffinately weird about it. be careful because i downloaded this and then they charge me $ 75 for the app right after i downloaded it. and i felt like it was really looking back at me.,POSITIVE
why do you need all my information signing up? is my email not good enough? seriously need my phone number? deleted the app as soon as they started asking for all this information they don ’ t need.,NEGATIVE
"from my actual experience, the app of chatgpt not disappoint me",POSITIVE
the app works great and it ’ s super smooth and looks modern. loved the haptic feedbacks. great work!,POSITIVE
works flawlessly! i highly recommend this official application by openai!,POSITIVE
quick and smooth. but my device gets terribly hot while using this app.,NEGATIVE
cant use browsing or plugins even though they work in webui : ( oddly enough if you pick an existing chat it somewhat works,POSITIVE
"it took time for ai to create the app but when they did, it ’ s top notch",NEGATIVE
"it ’ s very helpful for me, thank you openai, it is greatest company and will change the world i believe.",POSITIVE
i ’ ve been waiting for months for this! simple and works awesome! thanks to the openai team!,POSITIVE
"the responsiveness is much better than the web, and i am amazed by the haptic feedback. ( = )",POSITIVE
the future in your hands!,POSITIVE
it will be good when it actually works. i ’ m sure it ’ s a problem with the api. but it ’ s still kind of annoying,NEGATIVE
"great, simple clean fast app. good companion to the website!",POSITIVE
better than web based chatgpt and integration of graphics was amazing.,POSITIVE
"the haptic feedback, voice control, and new gpt ui seem very engaging",POSITIVE
chatgpt saved me first day of using 3 times on my job.,NEGATIVE
"when i enter my phone number, it says “ your account has been deleted ”. i tried contacting support but to no avail. thankfully, i ’ ve found a viable alternative but this still gets on my nerves.",NEGATIVE
works great with very high quality responses!,POSITIVE
i love the fact that chatgpt is now just used exclusively for students to cheat on essays,NEGATIVE
the app is really fast and slick. simple ui.. that anyone can understand!,POSITIVE
""" i'm very excited for this day, i've been waiting for it for a long time. """,POSITIVE
"i love the speed and ui, but i was hoping i could use the plugins i already use every day on desktop. please add as soon as you can!",NEGATIVE
unusable because it makes my iphone 13 pro max get very hot within seconds of using this app ( all others closed ). doesn ’ t happen with other apps nor when using chatgpt website,NEGATIVE
"tried some queries, and this app quickly answered me. very impressed!",POSITIVE
excellent tool to get quick answers to anything you are researching,POSITIVE
it ’ s awesome. it ’ s a peek into the future. can ’ t wait to see what they do next.,POSITIVE
voice answer will be great,POSITIVE
i was blown away the first time i used chatgpt. but over time i have found the answers are just bad enough to not be useful.,NEGATIVE
fastest way to use gpt - 4 and i looove that i can put it on my lockscreen,POSITIVE
"says my phone number is already used, and there is no way to delete other accounts which associated with my phone number",NEGATIVE
"there ’ s no reason you need my birthday, phone # or email address. it ’ s an app, not a bank account, i ’ m not applying for a job. more to the point you don ’ t accept voip numbers? talk about hypocritical, every # in use is voip. you can ’ t be trusted with data.",NEGATIVE
i love asking gbt from simple questions to more complex ones. this is revolutionary.,POSITIVE
5 stars is worth only for the haptic feedback alone! thanks for bringing chatgpt to ios.,POSITIVE
"i love chatgpt. this just an indictment on the app. every time i use the app for more than a minute, my 14 pro gets not just warm, but hot. this doesn ’ t happen when i use it on safari. i ’ d be happy to change my review once this is corrected.",NEGATIVE
it ’ s honestly a more organized web search done through a chat bot and nothing more. i honestly don ’ t see what all the fuss is about.,NEGATIVE
doesn ’ t seem to support the plus beta features yet,NEGATIVE
definitely one of the most marvelous inventions in the century. it ’ s groundbreaking. it ’ s unprecedented.,POSITIVE
thanks developers! finally has an acceptable ipad implementation.,POSITIVE
"you need to provide your full name and birthday, link it to an email and phone number for what? so you can easily link whatever i type in the chat to my name? hard pass.",NEGATIVE
"this app info isn ’ t current. the info is only current as of sept 2021. you can get general info, but nothing data or stats related that is up to date.",NEGATIVE
so far it ’ s been amazing! the power of the desktop in an app. goodbye google search! hey openai … can we get a widget?!?,POSITIVE
the openai team did a great job bringing chatgpt to ios. i particularly love the haptic feedback when text is being generated.,POSITIVE
the most revolutionary tech in decades packages up into an easy to use app. perfect. great to see.,POSITIVE
"finally, was waiting for this!",POSITIVE
"i don ’ t like there is a free trial for this app, a lot of apps that are ai do the same thing. i wish that you become unique and change your app to have no free trial and make the users don ’ t pay for everything on your app.",NEGATIVE
thank you for the full version for ipad!!!,POSITIVE
add multimodal capabilities. access to history should be easy. gpt4 model chat defaults gpt3. needs fixing. should have ability to adjust font size. more accessibility features. should have better sharing and text exporting options across apps. thanks. its a wonderful app.,POSITIVE
i managed to get this app that most of the chinese are not possible to download.,NEGATIVE
"this does not need a description see for yourself! i love the app so much you can create stories, i also found out you can roleplay with it you can treat it like your best friend! you can play games with it! ex : finish the lyrics it ’ s you ai friend who can do anything! download it immediately!!!!",POSITIVE
i pay for a monthly subscription and would expect a native ipad app as well as phone.,NEGATIVE
great! would love to see some useful plugins added later on.,POSITIVE
finally openai launch the official chatgpt app. thank you for your great work,POSITIVE
i ’ ve faced only one issue …... the iphone is overheating inside the app,NEGATIVE
password enter issue,NEGATIVE
please improve,POSITIVE
the app is doing great at answering my questions,POSITIVE
finally we have an chatgpt ios app. please optimize for ipad to take advantage of this large display.,NEGATIVE
"the app gets stuck on the warning page : chatgpt may provide in accurate information, don ’ t share sensitive, etc. already been using it in desktop browser.",NEGATIVE
"hello, are you hiring any interns this summer? would be love connect with you and discuss more about it!",POSITIVE
"i have never be used to ai like this, it ’ s so powerful",POSITIVE
"found out a lot of people are like me, after purchase gpt plus have no access to it but only the free version. no customer service but only a bot q & a. just had 20 dollars thrown away.",NEGATIVE
"well built, haptic feedback was a great touch. really nice to have an official app.",POSITIVE
"while using chatgpt on the phone app, i noticed that i am named “ stupid ” and chatgpt is named “ gpt ” i don ’ t know what kind of joke this is, but i definitely do not expect it from a worldwide company",NEGATIVE
"very useful, very efficient. but the power consumption is fast and the fever is serious.",NEGATIVE
"powerful, but need special adaptation for ipad ui. it ’ s not full screen now",NEGATIVE
this app seem to collect way to much personal information. why would you need users phone numbers to create an account? i deleted the app instantly.,NEGATIVE
making the world a better place : ),POSITIVE
this app on ipad only uses 30 % of screen and it is extremely annoying to use. please fix gigantic bug and optimize for ipad so that its text size is bigger and the app actually uses the entire screen.,NEGATIVE
this is so helpful and so much quicker than 80 % of my web searches.,POSITIVE
the server cannot connect.,NEGATIVE
the phone suddenness heated up after 10 seconds after using the application.,NEGATIVE
the ui is clever. the ux feels like the future of search. the haptic feedback simultaneously feels fortuitous and superfluous.,NEGATIVE
i like having chat gpt in a app instead of a website and no more chat gpt nock offs,NEGATIVE
this app is amazing. it works very well. thank you for creating this app.,POSITIVE
"i thought i was mad, and kept resetting my password only to discover the the way this app handles authentication via an email registration doesn ’ t work. i am not using my google or apple account for access. worthless app.",NEGATIVE
here ’ s the first review of the app. it is excellent. love the voice integration. great work team.,POSITIVE
not sure what happened. was using it to play around. occasionally for work and than it just blocked me. in order to fix it the bot said i need to email someone but it ’ s impossible to get a hold of anyone.,NEGATIVE
helps me with so many things and i ’ m glad openai. put this on the app store!,POSITIVE
this app is bussin it helps me with prompts and find new ideas for story ’ s i write in google,POSITIVE
overall good app,POSITIVE
"i ’ m happy with being affiliated with apple, and finally we get the original chatgpt here",POSITIVE
now just give us some other app icon themes.,NEGATIVE
it seems that i am the first evaluation in the application. i want a reward,NEGATIVE
can ’ t utilize alpha or beta features within app. will use mobile version instead.,NEGATIVE
great but my web browsing / plugins aren ’ t working on the app currently,NEGATIVE
"please fix this issue, let other languages have that too.",NEGATIVE
why can't the historical dialogue be deleted and the name of the historical dialogue can be changed?,NEGATIVE
it ’ s about time you released an app!!! looks good!,POSITIVE
# name?,POSITIVE
"the internet was based on the idea that we need to share information freely, and the corporations running this technology implement to many methods of censorship. strongly advise using one of the other ai chat models that does not contain censorship.",NEGATIVE
"chatgpt is amazing, but this app does not allow plugins which is incredibly frustrating.",NEGATIVE
i ’ d love to see ‘ beta opt - in ’ for access to plugins / browsing,POSITIVE
the $ 20 a month seems to beat excessive not going forward with it.,NEGATIVE
quick and clean design!,POSITIVE
i ’ m the first one reviewing it lol. this is my favorite app so far. my powerful assistance!,POSITIVE
"thanks for bringing chatgpt into ios platform, i am keen to see ipad version of it in upcoming development with full - capacity of plugins",POSITIVE
my iphone 12 gets very hot and makes a strange sound from the speaker when i use the application.,POSITIVE
"we need the functionality of selecting dialogue branches in the mobile app, just like in the web app!",NEGATIVE
been waiting for this.,NEGATIVE
"as of release day, ( 5 / 18 ) the app is missing some of the features that the chatgpt web app has such as editable prompts and plugin support. i will update this review as the app continues to improve and update.",NEGATIVE
i am so happy an official version is released.,POSITIVE
there didn ’ t seem to be any option to choose plugins or browsing on the app,NEGATIVE
each version does less and less than before.,NEGATIVE
"that ’ s greatly amazing moment, the official now is coming.",POSITIVE
using iphone 12pro max running ios 16. 4. 1. will try to reinstall. * * * can ’ t use. screen freezes as soon as it opens.,NEGATIVE
"i hope this message finds you well. i would like to express my gratitude for developing the openai ios application. it has undoubtedly made a significant impact on my productivity and has become an essential tool in my daily routine. i appreciate the hard work and dedication your team has put into creating such a powerful and innovative application. while the openai ios application is already impressive, i would like to provide some constructive feedback to further enhance its usability and user experience. these suggestions aim to refine the application and make it even more valuable for users like myself : improved performance and responsiveness : occasionally, i have noticed minor delays or lag when interacting with the application. enhancing its performance and responsiveness would greatly improve the overall user experience. enhanced offline capabilities : the ability to use the openai ios application offline would be highly beneficial, especially in situations where an internet connection is not available. expanding offline capabilities would make the application more reliable and versatile. voice input and output : introducing voice input and output features would be a game - changer for users who prefer hands - free interaction with the application. this addition would provide convenience and accessibility, particularly in situations where typing is not feasible. customizable interface : offering customization options for the application's interface would allow users to personalize their experience. features like theme selection, font sizes, and layout customization would greatly enhance user satisfaction and cater to individual preferences. advanced collaboration features : as someone who frequently collaborates on projects, having the ability to easily share and collaborate within the openai ios application would be incredibly valuable. features such as real - time collaboration, shared document editing, and version control would enhance teamwork and productivity. comprehensive documentation and tutorials : providing comprehensive documentation, tutorials, and examples within the application would greatly assist users in understanding and utilizing its full potential. clear and concise explanations, along with practical use cases, would empower users to make the most out of the application's capabilities. enhanced privacy and data security : given the sensitivity of the information shared and processed within the application, reinforcing privacy measures and data security would instill further trust in your user base. transparent privacy policies, data encryption, and user - controlled data management options would contribute to a more secure and trustworthy environment. i hope you find these suggestions helpful in further improving the openai ios application. once again, thank you for your hard work in developing such a remarkable tool. i look forward to seeing how the application evolves and continues to empower users like myself",POSITIVE
it ’ s really useful i just wish it ’ s one piece knowledge was up to date.,POSITIVE
the keyboard when signing into a google account is broken. the keyboard never fully appears.,NEGATIVE
cites api error while trying to transcribe recorded audio,NEGATIVE
it ’ s data is irrelevant for anything other than historical searching like a whole browser.,NEGATIVE
i do not want to surrender my personal information in exchange for access to this stuff. requiring for a phone number and other personal information. seriously?!,POSITIVE
the plug - in functionality needs to be available to some extent. is that on the roadmap?,NEGATIVE
this ai knows so much but also knows nothing at the same time. it seems to have so many safeguards that most of my requests / questions aren ’ t even answered. very disappointing.,NEGATIVE
i ’ m glad openai finally made this app. now the fake imposter apps can disappear.,NEGATIVE
"chatgpt is great, so it ’ s nice to have an app to make it easier to use on phone",POSITIVE
why isn ’ t there an ipad version of the app?,NEGATIVE
it says my personal phone number is a premium number and need to use a different one. i don ’ t have another phone number.,NEGATIVE
finally,POSITIVE
thanks,POSITIVE
"i don ’ t know what to say, you just gotta try it.",NEGATIVE
thank you for creating an official app.,POSITIVE
"the app seems to dc after splash screen. can ’ t load the chat, or choose the llm model. can ’ t see my chats. the app feels useless half the time. saving a web bookmark worked better",NEGATIVE
"it ’ s just answering information until 2021, the database looks not updated. please, fix it.",NEGATIVE
"seems like every chat i use through the ios app, it always freezes about 3 prompts in.",NEGATIVE
this app asks for tremendous personal information that is not necessary to the functionality of the app including phone number and birthday.,NEGATIVE
"it ’ s last knowledge update was in september 2021, so it ’ s doesn ’ t even know who won the 2022 nba finals. embarrassing for this app. how do they not update at least yearly? useless if you ’ re curious about recent history.",NEGATIVE
"i can ’ t register an account by apple id, and you guy ’ s limited my phone!!!",NEGATIVE
it did not disappoint!,POSITIVE
incredible app. unreal power and the haptic feedback is the best part of the app!!,POSITIVE
"i have tried to register and using 4 different email addresses, i am told that the emails are not supported try again... gmail, outlook, hotmail and yahoo. numerous tries with no success. zero stars",NEGATIVE
plz add siri shortcut. i ’ m currently using a third party shortcut found on github. plz introduce official one. also plz add widget.,NEGATIVE
"my most opened app on my phone. simple, clean, powerful.",POSITIVE
made my essays for school. funny and entertaining. quick response. amazing,POSITIVE
"unfortunately the app makes it hard to forward results for use outside the app, come on..",NEGATIVE
"… which in itself is an unacceptable intrusion, but it also only accepts phone numbers from a limited subset of providers. not worth the bother, there are stand alone ai solutions out there.",NEGATIVE
i ’ ve been waiting for this. thanks,POSITIVE
for a company that ’ s uses data to build and run train ai having full access to other user data out side of this app is a no for me.,NEGATIVE
i can log into the web app in the same browser it tries and fails to use for authentication. sounds like some nefarious tracker is being thwarted. guess i ’ ll just use the web app.,NEGATIVE
not replacing my bookmarklet quite yet! 4 / 5 stars. give us the goods!,POSITIVE
unusable right out the gate. puts up an info screen with no way to get past it. probably a button somewhere off screen on my iphone se but no way to click it.,NEGATIVE
it says it doesn ’ t have info past september 2021 wondering if you ’ re planning on adding more,NEGATIVE
"can ’ t login. app logged me out, and now i can ’ t log back in. i ’ ve used it twice, and this is annoying. i ’ m not interested in chasing a login cycle. ping me when you ’ ve got the problem solved.",NEGATIVE
"i can't subscribe to a membership! i can't use chatgpt! always show "" [ "" cf _ details "". "" this request is invalid. "" ) ” ！ i'm going crazy!",NEGATIVE
"this app is awesome, especially for developers. saves me a lot of time.",POSITIVE
add a satisfying reply to favorites for quick inspection,POSITIVE
i asked chatgpt if i should kill my self and it said no. thanks to this app it saved my life.,NEGATIVE
this will be more productive on the ipad,NEGATIVE
please update chat gpt ’ s knowledge to june 2023 so that we can get information on recent events / developments. thank you?,POSITIVE
"actual gpt app is finally here, i hope y ’ all are as successful as you can be",POSITIVE
please add watch version or support shortcut,NEGATIVE
works amazing and it saves a lot of time!,POSITIVE
great to have this on a mobile device.,POSITIVE
it ’ s free and helps a lot i put 8 words it turns into 10 paragraphs even a title!,POSITIVE
i ’ m loving it! we should learn from this app.,POSITIVE
as a paying plus subscriber i ’ d love to be able to use web & plugin with gpt4 right in the app!,NEGATIVE
after using for 2 minutes my device gets so hot. device : 14,NEGATIVE
the app seems to glitch out frequently when i ask follow up questions. this hadn't happened to me when using the website version.,NEGATIVE
"even when signing up with appleid, it wants birthday, name and phone number, plus potentially even more data. i ’ m sorry dave, i can ’ t give you that!",NEGATIVE
"simple, easy and free no subscription required. and no headache inducing colors or tabs.",NEGATIVE
battery life in the initial release is horrible. i hope they update it. other than that chat gpt!,NEGATIVE
i keep chatgpt open on my computer all day for a quick answers. it ’ s frustrating that the iphone app just doesn ’ t work.,NEGATIVE
after numerous cross referenced questions over several topics chat has consistently failed to provide accurate answers proving to be unreliable. i can not recommend this app to anyone.,NEGATIVE
"at the beginning it worked, now it has disappeared, cannot even re - enable it from settings",NEGATIVE
"i really enjoy using the ai but i wish it can talk back to you, you should have the options to turn on or off, that would be awesome. love this app it ’ s",POSITIVE
"definitely works faster, but wish it would support splitview on the ipad.",NEGATIVE
"this app is only for phones, yet i have to contend with the ad prompt while using the web site. silly and frustrating.",NEGATIVE
what is happening?,POSITIVE
no plugin support?,NEGATIVE
"that would be so cool, as siri is an idiot and needs a chatgpt upgrade",NEGATIVE
why can ’ t i use my beta features like i do in the browser version???,NEGATIVE
"this would be a really great experience if i could get an account and log into it. for some reason, chatgpt thinks i ’ m some kind of rogue agent. i am really just a 70 year old guy who ’ s been using computers for 45 years.",NEGATIVE
you can't register your app you can download it you can't register it doesn't mean anything,NEGATIVE
took long enough,NEGATIVE
the app is good but needs an update asap. just a min of using makes the phone extremely hot.,NEGATIVE
i ’ m one of the first to download this app. absolutely phenomenal!,POSITIVE
a new era in it and information in general. truly monumental.,POSITIVE
i just typed meow a few times and it got mad at me,NEGATIVE
finally a long - awaited native client to chatgpt. works like a charm,POSITIVE
"i first downloaded this app back in may and it was working fine. now it is not working at all. i even removed it and reinstalled, still not working",NEGATIVE
make it possible to change the text of my already written message as in the web version,NEGATIVE
just downloaded the app and used for the first time. asked a one question and it says rate limit exceeded. if the first question exceeds rate limit then how is it possible to use the app?,NEGATIVE
please add text to speak! it would benefit so many people and seems like an easy add - on. thank you!,POSITIVE
looks at works great but it heats up my iphone 12pro even when i just leave the app open and idle my phone gets really hot. what ’ s going on open ai? also if it could load my last convo by default instead of a new convo thatd be sweet. or toggle it in the settings,NEGATIVE
but i want to use the plugins when ？,NEGATIVE
i cannot wait to use chatgpt in landscape on my ipad!,NEGATIVE
"i ’ m old school, and this.. this is the future",POSITIVE
much rather have the clarity of the web - based ui.,POSITIVE
"more app developers need to do the haptic feedback stuff, love it.",POSITIVE
"after a couple of answers, it just hung as if it was thinking … for ever.",NEGATIVE
and it is a fantastic achievement. i use it daily. but please openai …. stop trying to pull the ladder up after yourselves through political means.,POSITIVE
game changing. no ads and no friction of webpages to get the info you need.,NEGATIVE
"it took less than 5 minutes, the power was used 8 %, and the volume button of the mobile phone was hot. iphone13 ios 16. 4. 1",NEGATIVE
"it was fine before, but it couldn't be used after upgrading, and the request failed all the time...",NEGATIVE
it does my homework,POSITIVE
"so far it ’ s good, same functions as desktop version. would be cool to enable photos in here.",NEGATIVE
very exciting! genius work!,POSITIVE
would love it if yall allowed us ( ethiopians ) or other 3rd world countries access to such a product we would definitely benefit from such a creation waiting. for your next update thanks in advance,NEGATIVE
"i personally love using chat gpt, and the vibrations feel so good on this app.",POSITIVE
what actions are being taken within the app? why does the phone start to heat up as soon as i use it?,NEGATIVE
"i have a new iphone 14 pro max, and when using this app, my phone began heating up and the battery started plummeting. going back to using the website until this is fixed.",NEGATIVE
i think i am the first user of the app at this moment. open ai is awesome.,POSITIVE
you already know chatgpt. they finally made it an app. need i say more?,NEGATIVE
no more web searches!,NEGATIVE
i use chatgpt continually and i ’ m thrilled to finally have a the ios app. awesome!,POSITIVE
"after using chatgpt for a significant time, its exceptional ai prowess has left me thoroughly wowed.",POSITIVE
it ’ d be an easy 5 stars if it ’ s knowledge database were to be updated with current events.,NEGATIVE
"as the title says, pasted my resume and asked chat gpt to highlight my skills based on the job post : d",NEGATIVE
anyone concerned with privacy should delete this app. they collect too much info that they really don ’ t need to.,NEGATIVE
but don't stop the number all the time. it's too tricky! the utilisation threshold is relatively high. can the utilisation threshold be lowered?,NEGATIVE
"this reminds me of when the ipad was first released 14 years ago! it is just an iphone app running on an ipad. it really either needs to be built for the ipad, or only available on iphones.",NEGATIVE
"this will save my masters degree and my marriage, and it ’ s now in my pocket",NEGATIVE
"i asked it, “ how do i make spongebob real? ” and it said “ unfortunately you cannot make spongebob real, he is a fictional character. what else can i help you with today? ”. this made me upset because spongebob can ’ t be",NEGATIVE
my phone becomes really hot with this app. please fix.,NEGATIVE
"great, but needs an ipad version also : )",NEGATIVE
"no matter how i ask, it doesn't seem to know that your ios app has been released, and it keeps saying that it's gpt - 3. i even subscribed to the plus version for $ 19. 9. how can i unsubscribe?",NEGATIVE
the launch screen is too large and i could not navigate anywhere on the screen. it was just zoomed in on the app details and frozen.,NEGATIVE
i hope developers can present mathematical expressions in a more coherent manner.,POSITIVE
the future we ’ re building ~ ~ and it ’ s boring,NEGATIVE
you are revolution,POSITIVE
"when the app is open, it causes massive battery drain at 1 % per minute. and the phone gets very warm.",NEGATIVE
^ says it all. can ’ t wait for plug in access!,POSITIVE
most of the time the app fails to produce a response. sometimes it gives a vague error while other times it just hangs.,NEGATIVE
"this is a great app. for some reason, the plug - ins working in the app i pay for the plus subscription, and they work in the browser. please fix!",POSITIVE
needs improvement,NEGATIVE
they just recently added a limit to gpt - 4 everything was perfect before that now i have no reason to give this app my money,NEGATIVE
improve all kinds of efficiency in life.,POSITIVE
will there be a ipad version in the future?,NEGATIVE
yes this is truly an app of all time,POSITIVE
"if i could query chatgpt with this app via siri, that would be incredible.",POSITIVE
