text,sentiment
 You realize you just did  a solid Better than a fullpage in the AJC,positive
 K  I can hack if I have directions   have multiple social net sites  I think this is a cool add but we chose not  go MU,neutral
Have to leave twitter alone for the nightlast night in Barcelona   back to Philly tomorrow Hope u all have a great Friday Muahh,positive
 yay  ill do you a heart mk shout in a sec pam,neutral
 YAY Busy is good,positive
 lol seriously  fail sigh,negative
Wow one of the nicest patients Ive ever had Hes being deplyod to falougaIraq nweek,positive
Building Websites,neutral
Love sundays Especially when  is on Still in PJs no plans to get out of them any time soon,positive
 Im sure It will be repeated soon seems to be on  TV quite a lot lately Glad you mentioned it last night watched it again,positive
 Youve been featured on ykyat  ,neutral
watching beauty  the beast  haha,positive
gotta shower then go apply for more jobs  hopefully no creepy old men will be working again today shudder,neutral
  me too,neutral
Felt one tooth without the braces bracket I got soooo hype,negative
Playin didgeridoo in the living room and thinking about the world going by lovely life  fb,positive
wishes I could be the one going to our conference in the Bahamas next week,positive
call me einstein got math test results A  hell yesss,positive
Edwards Heh heh Odd but amusing Thanks,positive
I would get a lot more done if I could list items on etsy on my phone Can do everything but upload pics,neutral
Time for bed oh how I wish someone was laying next to me,negative
my hairs straight  lmao,neutral
Hello to all my new followers    say hi  me so i can say its nice to meet you too,positive
 im sick  if i wasnt id be at the show with ya,negative
giving myself a manicure  pedicure  ahhh how ive missed you nice pretty nails,positive
 i looked for you but couldnt find you amongst the crowd,neutral
hope your weekend was fabulous  do anything interesting,positive
 aw you level up haha but just try to manage your money,neutral
 Wanna come with  Before we go to Mykas party,neutral
dk No problem,positive
Hi Charlie thank you for following me Nice to know theres another Ollmann in the new world,positive
Oh no I used my internal sig for an external email   fb,negative
 No but it does amazing things with keeping all your online conversations in one place unfortunately that place is Google,neutral
Just got home i love stake and shake milkshakes,positive
 Why yes we did see  tonight Delicious dinner by chef Geoff chez ALoGMo  Hope to see him again predeparture,positive
I tired today I think I am gonna take a nap before our friends come over tonightI miss him and wish he was off restriction already,negative
 Ill believe it when I see it,positive
so im drawing pictures to show how much i miss him can anyone blame me hes  hours away frm me,negative
slightly burnt challah  The proof is in the eatin though,negative
 ironclad determination,positive
 I cant Im studying so I dont fail  Come over Ill make u some tortellini or chicken or a chicken salad,neutral
Its pissing me off and not letting me follow ericka,negative
 Thanks and Cheers back at you,positive
ofcourse they wait until the last minute to run an experiment at workthat I have to supervise aka i dont get to leave work on time,neutral
I cant help it if Im a GRAMMAR NAZI,neutral
Recording new songs,neutral
 lol y  trashed the kitchen ,negative
Oh thank god  so sad that Im this happy,neutral
 Kudos love some homemade french toast,positive
  thx I was aware   day festival multi bands  but GA I cant do any more  Must wait for a sit down concert,negative
alot of new pictures tweets   some really old some new check out the new ones if you wish  Tweeeet ,neutral
Shhhweeeetjayz bros back from from prom,neutral
 sweet  Englands becoming lamer and lamer since you guys left,neutral
  Happy Mothers day ,positive
 Should work fine as far as I know shrug   Maybe send a tweet to ,neutral
oo high five to all of our fans Its finally here Ill write up a fancy news post shortly wanted to get the mod itself out ASAP,positive
HmmYou cant judge a book by looking at its cover,neutral
yummy chocolate cakewish even i got one for my bday   anybody listening,positive
hubby is snoring  but I still love him,neutral
 great interview your videos are my favorite on youtube,positive
Just found out I have to leave my lovely flat And been waiting  hours for a plumber Still no job news  Not a good day,neutral
Mikey Im bored,negative
ya could hit me up on aim or here cause i am mad bored nuttin  do,negative
quitsmokingdiary   Weeks tomorrow since giving up YAAAAAAYY                I dont want to talk about it,positive
Its already been a crazy morning and its ONLY ,neutral
Sephora is having a  off sale And Im so broke  Life isnt fair,negative
  and now I wish I hadnt,negative
Finally made it to JP Licks in Coolidge Corner for some Oreo soft serve   ,positive
 why hello there  Hows life on the other side of the screen,neutral
going crazy the pain is unbearable i gotta wait till thursday,negative
 I made my parents add u guys on the family myspacethey were impressed by the song,positive
I received some excellent birthday presents  Party was the usual success,positive
Nothin better then ridin in a car with your sister while blasting TH CB and Lady Gaga so loud you cant hear yourself screamin the lyrics,positive
its too early to be up wishes i could sleep in today,positive
Just took my IC photolooks good   ,positive
 i would but i dont know how to do it from the phone,neutral
Aww man  arrived HowTo Guideless,neutral
 i will,neutral
tweep tweep haha,neutral
  Does anyone update the photowalkingutah google calendar with photowalks  Looks like Ive missed a few,neutral
 Ahh thats where i go the  year old fact good old radio one  what exams do you have tomorrow,positive
 when you havent had one in over a week that was a really mean joke he just played on me,negative
 I hear you sister    Same here,neutral
 Soooooooooo win the PowerBall jackpot then impose your formidable will upon the weather,positive
   why u have to bring it to you  like the team,neutral
 it can only get better,positive
 why do you hate me,negative
 I love my mom shes the best mom on the planet,positive
 inthebattle its really cute One of my favorites,positive
 no def rubbish tonight,negative
Expected a Silverlight content on M Vine site   they realized the reach of Flash LOL,neutral
o okim jealousi wish I was in bed,neutral
 in buchers class i cried too,negative
  im going to my inlaws tonight  hopefully my new niece will be there  who needs kids when my inlaws have them all for me,positive
Im struggling todayNola woke up at  so Im running on no sleep,negative
 agrees,neutral
loves my new twitter backgroundmy two heroswichita and kraussey  haha,positive
ahh yes the obligations of a vampire kept me away from twitterbut now im back  will try  update as much as possiblei lost a donor,negative
 I would but Im afraid I got two left feet,negative
heyyy whered my tweet go  shouts to  bc her lists are always amazing,positive
Open office writer is weird I need Word to open word documents correctly,negative
 I recommended net I guess since they bought something from you they featured you Hopefully it brings in more business,positive
Going to bed busy day tomorrowHappy Mothers Day Madre Te Amo,positive
 Haha  Im convinced youd be great at it,positive
My lesson is finally done for tomorrow morning I am looking forward to speaking to the high schoolers on dating,positive
just got home from a partyyyy had a good time cant wait for my birthday in  days,positive
Just ate at chipolte Ate more than i usually do Now im ew full Not content full but ew full,neutral
But now talking about today Oh my GODNESS Problems problems problems about love money math parentsthats enough isn,negative
almost done with my first day at the spaI missed this place Then headed to Fort Collins to close down casa de kent,neutral
the low point a poor pigeon outside my building isnt capable of flying Its just wandering up and down the sidewalk so sad,negative
 yeah its tragic  i need a haircut,negative
Wishing laying on my side wasnt the only comfortable position I am tired of laying,negative
I hate PC,negative
   ohhh someone likes to play with their food heehee,positive
 very cool,neutral
im actually starting to quite like lily allen and her music to be honest,positive
 Thats great I will have to do the same as I was forced to miss it I had to leave for work,neutral
  I like it,positive
Refusing to accept that the US holiday is over Heading to Woodies Longboard  Diner in um  Hove,negative
success after much grumbling abt how we always waste money on useless gifts mum sees the ipod nano and loves it,neutral
 Adam Samberg  new moon trailor  good evening Too bad my cable is off as of friday,negative
Woke up early Dang man I know im not going back to sleep,neutral
After hearing susan boyle sing she came off as the most beautiful person id ever seen i feel bad for my first impression though,neutral
Just watched Star Trek A That was so well done I think Im down to see it again Who wants to join me,positive
McFly LOL nah  of course youll get the DVD first since youve already ordered it ill sign up to Bebo on Tuesday then lol  ,neutral
 if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol,negative
Two more loads and the moving crews done Started at  and im done for the day Too bad the ac doesnt work in my new place  oh life,negative
Yeah Its sad,negative
 diego i know lo ame a jack,neutral
  Congratulationskeep us posted on how things go,positive
Up was pretty good It was kind of depressing though,neutral
everybody is awake well not everybody u know what i mean ma friends haha and Im having fun AIMing them,positive
 Have a great night,positive
Heyy Im Not feeling so good cuz of wat happened yesterday in the car accdentt,negative
 well you can  lol,neutral
waiting on the cue for kenny,neutral
oh godddd I coughed up a little bit of taco,negative
  New forest hoping the walk would lose me some pounds,positive
yep i think i might have just made the decision to go head first  we may be witnessing a historical moment real talk,neutral
Just ran hair first into spiderweb full of baby spidersi almost set my own hair on fire to get rid of them Almost,neutral
 Unfortunately I didnt do it on purpose  itunes shuffle did it It followed up with Dreadzone so no liferuin musictrauma,negative
 Same here  Mmmm Macrina Bakery,neutral
just got a haircut NOT happy,negative
Already misses the Dunhams,negative
was laughed at today for being too hopeful with the things,negative
 those cakes sure look good took one if its ok with you  ummm good tks,positive
 did you have an amazing time,neutral
 wow that is an awesome review carry it with you everywhere laminate it read it when downjust plain cool,positive
Listening to Sweet Talk   Cute Is What We Aim For  Considering taking up the GameBoy Color again I miss chiptune,negative
Watching mens volleyball on TV  For some reason its not as good as womens beach volleyball  Cant quite place why,negative
man i aint been without Vs presence in a minutei feel like a lil kid with no momma,neutral
HelloIm back andIm drunk  and as much asI love my friendsI hate how they unintentionally make me feel inadequateIneedhelp,neutral
 Youre welcome Its been a wonderful day  How about you Stayin outta trouble or should I be ready to crash a party LOL,positive
Millenia mom I think I am in that category,neutral
 sounds like a great way to to start mothers day Enjoy your day,positive
Is sooo waking both of them up on my way back to SB  good night america,positive
     I LOVE YOU GUYS get your  to australia in december for my birthday,positive
I really fancy a frappuccino from Starbucks right now,positive
Its a sad economy Just heard of another friend losing their job  so sad But just a reminder that,negative
Ok the thunder is scaring me,negative
 at least you have a next year  into the big wide world for me,neutral
 I love to Read  And i love Film making,positive
I hate TweetDeck when it reaches access limits,negative
the next  weeks exam wise are AWFUL there are  exams and I dont see how I can adequately revise all of them  I care least about,negative
Haha Ashley tisdale is on again,neutral
dang i miss you  goodnight,negative
TodaY was better My Panda can eally cheer me up I dont know I am Happy Like the legit happy,positive
 both at the same time,neutral
my tummy hurts  i blame last nights chinese food,negative
 glad its nice there Gray skies and rainy in wisconsin,positive
  mmmm yes please,neutral
I forwarded an email about a cool science event in Canberra and a friend thought it was in Sydney and trekked out to the wrong place,negative
ah just finished making tea for tomorrow night,neutral
 because the one I was having at that moment woke me up,neutral
look how   choke on this  talks to me,neutral
TheMovie Thats what I get for writing up my Halloween interview w Danielle Harris Darn I was too late for the contest,negative
slept in missed bus train delayed doesnt stop at my stop late for work  heelllll,negative
 we keep getting pet days  but i heard the weekend is to be fab  wedding how soon again ,positive
 Happy Mothers Day,positive
Law of Attraction  Some assembly action required  If u have asked  enter medical school u still need  fill out the application,neutral
I actually drove in today  no incidents to report  to quote Ice Cube  Today was a good day,positive
Conference call arranged for  today just blew my leaving early out the window,neutral
I want another shake from RitasBadly,negative
sara Im sitting in the bus to dublin And listen tokio hotelredenAnd i must laughyou know why,positive
 days   text messages this month,neutral
upi nEEd coFFee   this new day in my lie,neutral
Im a fat and sad puffyn now,negative
 Sadly no robot songs in my library,negative
 Good luck I have still to get wireless working post ,positive
Earthlink says our modem is dead  They want me to buy a new one or sign up for a one year contract ARGH,negative
  yes I can imagine I need my morning coffee otherwise I cannot function have a good and relaxing Sunday,neutral
Come an add new twitter  Only for fans,neutral
Currently in costa coffee  im liking this place more and more Were sat in the business lounge ooo were businessy today,positive
last night sucked too many bad dreams about spiders and rogue octupi,negative
gal of course cough I mean no  hours extra testing and debugging time,neutral
 That would have been fun BUT we were soooo TIRED yesterday  Long day at the office Just did dinner and crashed,negative
   WOW this looks incredible wicked job on the butterflies theyre fantastic,positive
 OMG Taylors in London Your near Scotland please come visit Glasgow,positive
 want to hear something funny Im yours is on the radio right now,positive
 I agree  I like the new pic,positive
Yay for St Louis traffic,neutral
 Yeah daw A  Wear a mask na,neutral
It seems my grandmother has found a way to break a pipe in her house going to go there now and fix it she is such a blur woman,negative
 Blow me away it IS raining harder here Yay you well done,neutral
 boo i got rained out at the beach,negative
drinking lemsip cause apaently i need ittt IM NOT SICK,neutral
watching Season  episode  of House before bed what a great bedtime story,positive
 that would be awesome i think i hate how expensive phones are,neutral
 Masson Ill give you the link its quite handy,positive
  try thinking of something calm and peaceful such as relaxing on the beach,positive
 Im watching the  harry potter movieee,neutral
Stepbystep Im leaving it all behind,neutral
So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was,negative
based on the similarity between May the  be with you and May the force be with you today its the Star Wars Day,neutral
A very exciting week,positive
 Hey  Thank youx and Youre Welcome Must say  I love to travel and where are you at the momentx,positive
if i ran the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg mcmuffin lol,neutral
  Its raining  so chocolate world it is ,neutral
and now i smell pancakesor maybe toast or something delicious but no one is at my place cooking,neutral
How come its so cold now A few days ago it was wicked nice out now I feel like I need my winter coat back,neutral
is gutted she isnt going out tonight,negative
wikileaks geht wieder  super wikileaks online,positive
i have three hours to do my hair and it STILL wont be straight,negative
 could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee,neutral
I want my real keys back,neutral
 cause theres no party,neutral
 all is quiet in twitterland ,neutral
Friday Night and working,neutral
chloe yes its on youtube  its from may  and it made me feel  better its halarious,positive
On her way home from prom  so fun,positive
eagle Why dont you ship it to Japan,neutral
he just fully yelled  saying dnt be so fcking stupid grow up stop with this band  then throws the remote at me thnks love ,negative
LIVE NOW  LIVE   DJ JAYEM  ESR  Click  ,neutral
 lol haha fresh to death lol ha ha I love and miss u  id almost given Ã¯Â¿Â½ on u cuz u nvr respond   but u did today Luv ,neutral
 I am so so sorry to hear that he has parvo Good vibes comming your way,neutral
im on twitter mobile confusin lol im knda slow,neutral
 oh that makes sense Well you are officially my first  from a celebrity,positive
Wanting to go out apparently no ones available,neutral
Gloomy day cant stop my bliss  I hope Ronaldo will score in derby match today,positive
 Woo Hoo Its time to play Name That Twune,neutral
 THANK YOU  sana matanggap ako  ,positive
Nearly fell asleep but was jolted out of bed by a massive panic attack and now Im not sure if I can sleep at all,negative
WOW i just drank a drink of water   ice cubes that took ages to melt i now have brian freeze,negative
ya know why today sucks its been raining we have no   no possibility of a magic friday  so whats goin down tonight,negative
 i cant believe you are closing  and ive never had a chance to see the show  Good luck to everyone  you are all stars,neutral
Really  degrees as the high and Im on my way to work  hagg lake tomorrow is going to be especially bomb sauce,negative
Hell of a lot to do But they say you shouldnt complain theese days Who are they and can they help me in that case,negative
In my nice big bedipod on playsoft music flowinsooooon will be in Fancys dream land,positive
Stupid freshmen ruined theatre class Now we dont get to play warmup games for the rest of the school year,negative
k good question  could they,neutral
 for Danica and your team Not the end of the world now is just hopes for a great race,neutral
hopefully today will work in our favor,positive
having a good day at work lots of sales but boss is under foot   shes a nice person but i dont like the boss bugging me,neutral
 pictures of your bliss  In JPEG format  Sorry its message board terminology and u dont play wus on the boards,negative
Last Tonight Show with Jay Leno Tonight,neutral
still feeling BLAH gave a biiiiig dose of insulin that i needed about  hours ago Now Im off to take my last exam of my junior year,negative
I hear tonight is the last jleno show,neutral
Was watching  downstairs  Now getting ready for bed Piano in the morning,neutral
My mind is calm  my heart is happy Life is good   Would it be ok if I took your breath away ,neutral
HOMELESS afterJune ,negative
 I can haz beer too Oh wait Im a work,neutral
Love thy self Keep it simple Learn Tai Chi Those are my aims today Beat up ankle is less swollen  I am on a no negotiation vacation,positive
Finished my Lunch,neutral
i had a dream last night and i was singing  first avid dream of myself crooning away,negative
Was going to Grandpas place for lunch to celebrate his   Just found out its changed to a Chinese buffet  Bringing Gasx,neutral
  heyyhooheyhey,neutral
 ooh like what Im planning on spending the night in as well,neutral
let me out,neutral
chillin with christina and diana,positive
Trued a rim  Im getting good at this oO,positive
 I know  I loved it,positive
 OMG rated  stars,neutral
my cat just fell off my bed lmfao bless her she got a fright  ,neutral
 Ill try that thanks,positive
had a very interesting day yesterday wondering if today will be just as crazy Hope not Still diggin Spartacus aka MikeE,positive
My last blog  is being published on Web Digest Weekly next issue,neutral
Not babysitting tonight I miss that kid,negative
  told you you would sweep haha p,positive
 I follow u lol,neutral
 happy to help,positive
 my riding time has been dismal too during these rainy weeks  havent been able to make myself to go to the gym instead,negative
macbook dying switching to iphone,negative
The Oddos grandfather passed away in his sleep,negative
is going to be in Texas in  days eeekkkk,neutral
Ow it hurts,negative
Why do none of my thoughts make sense when Im sober,negative
 cool looking forward san francisco was really nice didnt make it out to napa though  maybe next time,positive
Time to take a astronomy test,neutral
About to go to my last theater lunch  im gonna cry,negative
 im still thinking about that FKC meal I missed yesterday,negative
feeling breathing believing keeping you on my mind and never ever gonna think to let you go,neutral
 Bummer   was going to try and make it other commitments Im afraid got into the way  Next time hopefully,neutral
 What kind of help do you need with Machine embroidery  I may bea able to help,positive
no more twitter in a while    tweet tweet,neutral
Britains got good Weather I wish I had some of that over here,positive
 not really sure need to deposit and save some money,negative
 Awww,positive
 no  I lost the link you sent when I had to pull my battery,negative
GoodMorning Hope Everyone Has A Beautiful Day Today  x,positive
 Were English well in parts its Weather it IS an obsession,neutral
The bunuelos were a huge hit but i had to skip shopping afterwards  lets see what kind of trouble i can get into here,neutral
watching missy elliot video collection so sad I was told that I looked like her all through high school,negative
 i love them,positive
 thanks for the shout outyou might be right about the starving thing     little lol,positive
 Trudys off Burnetthe one up north that no one goes to,neutral
Its relaxing timea movie and some treats,positive
 I wasnt near him,neutral
 nearing  according to my stats FF  adoption rate amazes me,positive
 Hey you  Call me this week Gotta go hang out  could use the destress,neutral
 i changed my mind dammit a Tsar can change his mind at any time without no prior notice,negative
The frank black and his wifey show was aaaaaaaaaamazing  sd trip is made,positive
 my internet in like  grade was so fast its dieing out,negative
 pages and im done with eclipse,neutral
playing machines in actinggg,neutral
tired and didnt really have an exciting Saturday  oh well hope its better tomorrow,neutral
 Woo hoo Congratulations,positive
my day is going way too fast,neutral
 hey whats up did u like the new episode of JONAS,neutral
 would love a slice of summer from Pipers lemonade stand do you think i could have a jump on her trampoline too,positive
 In other words a perfect run right,positive
Powerdvd doesnt want to play my Pushing Daisies dvd I only want screenies to make icons with Copy protection gone bonkers,neutral
Coleman Looks a little too fried for me but you have fun with that Paul,positive
 Yes you can change your name under settings,neutral
Is getting excited for the weekendOr hang on i am going to be all alone   never mind excitement lost,neutral
is sick and it doesnt seem like im getting better,negative
 sold out in  stores i dont think so,neutral
cont that right their is why fake btches shouldnt mess with Real ones ahhh I love it Real btches excite me,positive
My head hurts beyond much,negative
 really cuz KCcom said it was releasd  here n the main station doesnt even hav it,neutral
At work and really slow for a beautiful day and a Friday,positive
 Thank you sister,positive
 Lucky Winter is coming for us,positive
  My sister and I are suppose to be meeting you today in Birmingham    Please reschedule,neutral
wellity i think ima gonna clean my room   i need to read a good book sense and sensibility here we come BEAT THAT LILY  ,positive
 nah  when a single person posts about  tweets a day is hard to cope with on my android phone when Im unable to filter,negative
Haha Happy Star Wars Day  May the  be with you  clever,positive
 I dont see it where do u see it listed at cause I dont,neutral
I wish I was in dallas with the kiddnation family,neutral
please please please please let my match be cancelled today PLEASE,positive
Tryin to figure out how to direct message and is gettin frustrated,negative
On my way to see star trek,neutral
At home alone with not much to do,neutral
 CEREAL DOESNT COME WITH TOYS ANYMORE i jus been thinkin i was buyin the wrong kinds  say it aint so Mo,neutral
Sunburned from Venice and watching Fred ClausSuch excitement,positive
HaPPy Mothers Day,positive
Kristen i miss you,negative
Darts and lunch at Horse Brass but no beer for me  ,neutral
I just put my computer up on craigslist Ive had the same case monitor and speakers for over  years,neutral
Melbourne Sounds good Say hi if you run into me there Im always always having coffee there,positive
 lOL  that was not the year i was born  lol,neutral
i miss rich,negative
dont know what to do today  amazing weather and im sitting here great,neutral
 I think I like them all  ,positive
hello new maccy welcome to your new home,neutral
 So what does that make a queef,neutral
 Im sorryyyyyy  Ill be home as fast as possible where we meeting at,negative
 its not just you  its properly dragged this week,negative
My radiator boiled out,neutral
 Makes sense Id totally show off a girlfriend by asking her to wear her high school prom dress,positive
No burgers to be found New old camera to play with though so thats excellent,positive
Happy to see Kurt spin,positive
 I know  no probs The driving bit always gets to me this time of the ac year  Which bit of sea are you going to Aber,neutral
Im in dire need of a second job if you hear of anything in nightlife or food service please please please think of me,positive
all done time to finally start shuting down,neutral
 Oh girl get that baby going to bed at ,neutral
Our currency is dropping like nobodies business not a good time to be going overseas  ,negative
going to head to bed now finallygoodnight Hopefully my dreams will consist of ravishing things such as Zachary Quinto,positive
l I got excited when I thought that exhibit was in Sydney But its not,negative
Sleepy time Happy Mothers Day to current and future moms around the globe,positive
 on a day like this,neutral
Traffic backed up inbound Lincoln tunnel,neutral
Haavent read the paper yet about the magic loss nor did i get to watch the game last night But i do know that we lost,negative
graphic designshould be making a business cardbut im on TWITTER,neutral
Thank you all for proving my point,positive
Im glad that all got cleared up  I lah you  Idk why Linda hates me though,neutral
 Adam Lambert rocks  He must win American Idol,positive
Yay finished my journal Gonna go sleep now Church tomorrow Yay  dont forget its MOTHERS DAY,positive
eating oreos and milk,neutral
im gonna miss eddy if were half the country apart,negative
Twitter is sooo quiet today,neutral
Had to fix bike chain on the way to workarrived a filthy bloody mess   lovely weather though,negative
 I just texted you but I hope you know you are my favorite,positive
Ok Twitter  show me what your all about,neutral
Field day Gt classnot winning,neutral
Morning yall Looking forward to a nice BBQ today Can everyone follow  please,positive
 it was indeed  made my life,positive
in a very stress mood,negative
 not for long goin for some sprints now,neutral
 Youre phone is off,neutral
  not much blipping lately but ill get onto that for you,neutral
is HOT Just done some late spring cleaning About to settle down with a book i can barely read left my glasses at my mums,negative
 ew i used to get suicides in high school and mix like  sodas together then drink it i think i remember enjoying it too,positive
 Wish I could be there to enjoy a girls day,positive
Platypuses are the only mammals that can lay eggs,neutral
Well miss you    Those lucky Edmontonians,negative
Wow Shabu  And now HIMYM Really feels comforting,positive
Cleaning the house,neutral
 shes hot     What is up w all the unknown followers Ive got quite a few no clue as to why theyre following ME,positive
 WOOHOO nothing says a hot date night than a squeegee LOL im watching Dora on noggin with my  girl hubs is at work,positive
darn it I did it again  keep forgetting that darn D for DMs,negative
listening to musicfeeling kind of down,negative
 Nice yo Live it for me buddy,positive
 Thank you good sir it has been a surprisingly good afternoon very productive,positive
 Hey not anymore Im back now,neutral
 I could have bought a Vespa with the amount of money I just spent,neutral
Learning how to jerk and stanky leg at sunset cliffs headlights spotlight  with colorado and fam,neutral
   you guys were absolutely amazing tonight as always thanks for always bringing the dance party,positive
   This morning view from my back deck,neutral
anh Hmm tasty  Going to have curry rice with peas probably ,positive
early morning golf on a sunny day,neutral
not enjoying this cold raininy Boston day  I think my new metal back doesnt like getting wet ,negative
 Lala Little girl I love these new songs   IÃ¯Â¿Â½ve answered u  Love to all you freaky twitter guys D,positive
hangover today,neutral
haha  playing fall out boy in a bar full of older people  theys need to be educate,neutral
 in fact apparently I was your first follower  before M himself Um embarrassed now,neutral
Is finally back from the dinner party had fun Alice had no wine I proposedwere getting married next week on May  ,positive
watching Steel Magnolias then going to bed I have to babysit at one tomorrow then give mommy her gift  night  peacelovejonas,positive
 thank you  You too I hope this turns out to be a top week for you,positive
 did you get fired  hugs,neutral
NAPLAN testing tuesday wednesday  thursday im afraid about the maths one english not so much,negative
I am so bored  My homework is done for my masters program and Its Friday nite wit nutin to do,negative
  bif doesnt come down far enough south for me,neutral
 well we arent normal then because  we cant drive in mexico you have to be  and  there are no dairy queens here,negative
I slept entirely too long on my nap but not long enough at the same time,neutral
Found which exit to take Thanks ,positive
 thanks for the recommendation  I was not following am now,positive
 Rest then Its your day off,neutral
is missing Tampa,negative
   i meann look at what i just found lol,neutral
dreamer Wow you still havent gotten them,neutral
Off to Dollarama  I wish I had a new job,positive
 ouch  does picking your nose count,negative
TGIF I dont like  hour workdays  I need to stand up run around  a while too much sitting Plus I have honest ade tea  YAY,negative
Wow cant believe Monday is here again already I hope everyone is well today,positive
Hoping the day gets better now,positive
My car broke down   Time to start looking at getting another  If its not one thing its another,negative
just been in the garden but i was being attacked by bugs so i came inside,neutral
   sorry guys i have to drop out of the trip some personal commitments,negative
soooo sleepy  but gotta finish this game  lol gettt it cavs  whoop whoop,neutral
boo i cant sleep again  saying hi to random people,negative
Bout to go to bed Happy Mothers Day ladies  especially all th  who takin care of thier kids alonen I Love U Momma,positive
Once again I am looking for a new beard  it just fell out the window  Any bright green ones this time,neutral
Im feeling better now that I have something in my tummy,positive
juz donated booksmags  charity Not only do I feel good but it gave me a good workout from all that heavy lifting,positive
  month ahaha AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA,neutral
my thumb hurts after breaking the nail,negative
 yea I was just about to say something  Its great to hear Ukrainian,positive
 Awww thank you   youre welcome lol,positive
 you drank it on the sly didnt you and thats why youre asking I know how you are,negative
With that said Im out til later Enjoy your day everyone,positive
s going to Disney World lucky ,positive
I feel useless I dont know what to do right now Im so bored,negative
Ugh cramps  and its hot,negative
Getting ready for my graduation party id much rather be at Hello Marquee or Dane Cook,negative
 yeah I suppose,neutral
  i think you should come back to brisbane australia we loved you here,positive
 Youre watching ,neutral
 Time for some  then,neutral
 I hate snood lol sorrry  i dont know how people play it,negative
educator Thanks Photos look great  Ill comment them asap,positive
What I would have done with legless stillborn spaniels no idea BUT I WAS SAD so now  later strawberries  dead puppies,negative
hand hurts,negative
 The best bike for the best guy I love the Ducati sound I think itÃ¯Â¿Â½s unnecessary to ask for a ride isnÃ¯Â¿Â½ Nice vid ,positive
Screw it goin back to bedill just go tomorrow kinda sad,negative
Okay Im seriously bored I have nothing to do I cant go out cause its raining,negative
Good night peeps Give to your moms the greatest love you have   ,positive
 John  more present than ever even online  ,neutral
Dang My voice wont came out And my snots is covering all my tissues DANGIT I hate FLU,negative
Ecaytrade people who said youd come by stuff at  are you  Bugs me when people noshow,neutral
Watching the Killers on JR They are awesome Too late though They just cut the programme mid song Twas my favourite too,neutral
 is already ten minutes late  Flowers in the Attic  breakfast at Starbucks  to Waking up in Vegas,neutral
why did I get airbrushed  if soon as i put my dress on it messed it up a littleeerrrr,neutral
 Our weekend was also great two friends of Julia were here for four days,positive
Just one of those days I pray it will get better,positive
 hmm okayy im really sorry to hear about it  why do you thikn she would have done that S,negative
Done with classes and packing for the atlanits I hope mileys there,neutral
 days after  im still tired,negative
Off to study  later guys,neutral
PArts of me are starting to feel the effects of over tanning,negative
Ichigo has been good at Pingpooping outside but not used to the fact he doesnt have his sister  lonely puppy,negative
 ahh I gtg but pls help me with number  Ill come back later to see what u said  haha plz and thank u,positive
Is in bed not able to sleep  bloody bipolar,negative
  no i havent got mine yet did u get yours,neutral
Today Dan bought me Bio Dome AND the Reality Bites Soundtrack Needless to say he gets MAYJAH points  Also my tummy is not happy Boo,negative
Order Pizza from the Pizza Girl  We have to sing about it  I love that new song so excited for the new song from JB PARANOID  days,positive
has britney spears  songs all over his Desktop now,neutral
SanctuarySunday fav character  has to be Ashley  Why cause shes awesome,positive
 now if I still lived that way you could pop in and see me  but I dont so you cant,neutral
I want a Monte Cristo sandwich sooo BAd,positive
 Grrr people suck I cry when animals die on nature shows  These people are sick No hunting endangered species,negative
no clue wtf im doing,negative
moshing to fall out boy and confetti bears are falling from the sky,neutral
Licking chocolate crumbs off a Twirl wrapper like Zammo on smack,neutral
I love being ignored except to be yelled at I love my life,neutral
Demi is a super girl but she dont like the french fans,neutral
 Ive had the week off toobut I have Biology  exams to revise for so my Bones time is limited,neutral
 MISS YOU TOO Yes I will  Im usually free pag after dinner Rarely during the day Basta text text,neutral
no southland this wk,neutral
Is watching Bruce almighty,neutral
Dohforgot the ferry turns around before going So much for sitting in the sun And the other side deck is closed,neutral
Noooooo worst news ever today my tattoo artist is moving omg what am I going to do,negative
theheck Haha LOL  the english work they doo in college,positive
i want my ben and jerrys now lol TWEET PEOPLE im bored,neutral
time for work,neutral
that was a  btw ,neutral
 Thanks I decided to just give up on my old HQ and go with this account Scoundrels won,neutral
liesboystell buzy this week,neutral
Omg Star Wars Day  May the fourth be with you everyone  This calls for me to watch at least  film tonight,positive
He didnt leave a voicemail  ,neutral
 hehe true i wonder what he will come up with,positive
 sure I would like some cream right now,positive
here its   am and im at home after a night in a pub,neutral
 Its easyjust turn your keyboard upside down,positive
 that was an amazing concert got some really good video and pictures,positive
 What kind of coach would I be if I didnt read all your tweets    Still waiting on an nondried afro picture,neutral
everyone has left me and gone to bed,negative
What a meeting YAY more work for me,positive
 Its time for Kathleen to go to bed waaaaay past time Dont expect to hear from me before noon lol  Have a BLESSED morning,neutral
beckwith it cant be that good if your twittering instead of watching it  ,negative
joyner And he cant even tell me  Me and him are  done professionally  ,negative
misses her phone having no service sucks,negative
 im so  proud of you,positive
Is at work  ohwell need money so  D,neutral
